ip.src,ip.dst,frame.time_delta,frame.len,ip.ttl,ip.len,Protocol,label
192.168.64.6,192.168.64.1,19.223369039470693,46,128,66,ICMP,Normal
192.168.64.5,192.168.64.1,3.7755109657640857,1514,64,1534,UDP,Normal
192.168.64.10,192.168.64.3,7.98519545436285e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,6.419390173939083e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.7,192.168.64.1,28.668318094500478,60,128,80,TCP,Normal
192.168.64.12,192.168.64.3,2.8176160677200748e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,9.393274890202947e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.7,192.168.64.1,8.376523233772996,60,128,80,TCP,Normal
192.168.64.10,192.168.64.3,9.392781651604386e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.1,23.746599712836936,1514,128,1534,TCP,Normal
192.168.64.12,192.168.64.3,2.1498651254920255e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,4.195418921954077e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.7,192.168.64.1,4.509371086109695,1514,64,1534,TCP,Normal
192.168.64.7,192.168.64.3,23.50875333873735,98,128,118,TCP,Normal
192.168.64.10,192.168.64.1,16.1083733206203,60,64,80,TCP,Normal
192.168.64.7,192.168.64.3,26.857725419995184,46,128,66,ICMP,Normal
192.168.64.10,192.168.64.1,2.906553325822567,1514,128,1534,UDP,Normal
192.168.64.10,192.168.64.1,11.618996479021465,60,64,80,ICMP,Normal
192.168.64.5,192.168.64.1,9.930933423803262,46,64,66,UDP,Normal
192.168.64.10,192.168.64.3,7.41356074519771e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,4.02760324463702e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,1.6242360627983884e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,2.9958987013762076e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,7.911326161026528e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,2.6564870946949843e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.7,192.168.64.1,27.094919840734494,98,64,118,TCP,Normal
192.168.64.5,192.168.64.3,6.592244645359111,60,128,80,UDP,Normal
192.168.64.12,192.168.64.3,4.640633991002652e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.6,192.168.64.3,18.176429720011377,60,64,80,UDP,Normal
192.168.64.7,192.168.64.1,7.470218064329517,46,64,66,TCP,Normal
192.168.64.10,192.168.64.3,8.946586405856303e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.7,192.168.64.1,27.519025146097334,46,64,66,TCP,Normal
192.168.64.10,192.168.64.3,7.542530798061484e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.5,192.168.64.1,20.465755644596666,1514,128,1534,TCP,Normal
192.168.64.11,192.168.64.3,4.2915288157678727e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,8.738996266310375e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.7,192.168.64.3,4.440394880002053,60,64,80,UDP,Normal
192.168.64.6,192.168.64.3,10.398040201644747,46,128,66,TCP,Normal
192.168.64.12,192.168.64.3,1.816621055440582e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.6,192.168.64.1,3.89106621361337,98,128,118,ICMP,Normal
192.168.64.12,192.168.64.3,9.921540169454428e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.5,192.168.64.3,1.0456607754710319,46,64,66,TCP,Normal
192.168.64.10,192.168.64.3,2.3235641567413602e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.1,0.2906773541415594,98,128,118,TCP,Normal
192.168.64.6,192.168.64.1,25.022350921211828,1514,128,1534,UDP,Normal
192.168.64.10,192.168.64.3,14.764763448676186,1514,128,1534,TCP,Normal
192.168.64.10,192.168.64.1,3.597112403106925,46,128,66,TCP,Normal
192.168.64.10,192.168.64.3,3.0477661213552193e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.7,192.168.64.3,19.44265108545222,98,128,118,TCP,Normal
192.168.64.10,192.168.64.3,2.3215262932544336,46,128,66,TCP,Normal
192.168.64.7,192.168.64.3,25.091414501204216,46,128,66,ICMP,Normal
192.168.64.10,192.168.64.3,2.827812014694427e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.1,12.189072727079147,98,128,118,UDP,Normal
192.168.64.7,192.168.64.3,28.044159714363506,46,128,66,TCP,Normal
192.168.64.10,192.168.64.3,2.6171861913041594e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,6.32020455421847,46,128,66,UDP,Normal
192.168.64.12,192.168.64.3,7.50750503018577e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.6,192.168.64.1,27.13544951842627,60,128,80,UDP,Normal
192.168.64.10,192.168.64.3,29.172587791825382,98,128,118,TCP,Normal
192.168.64.11,192.168.64.3,7.900516290533892e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.7,192.168.64.1,24.132844120840144,1514,64,1534,TCP,Normal
192.168.64.10,192.168.64.3,4.274418544553697,98,64,118,ICMP,Normal
192.168.64.6,192.168.64.3,8.246201753404717,60,128,80,UDP,Normal
192.168.64.7,192.168.64.1,15.265037451742126,60,128,80,ICMP,Normal
192.168.64.10,192.168.64.1,27.399735678666058,98,128,118,TCP,Normal
192.168.64.10,192.168.64.1,28.394876673848355,1514,128,1534,UDP,Normal
192.168.64.11,192.168.64.3,5.5199677496369543e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.5,192.168.64.3,21.270465876465103,1514,64,1534,TCP,Normal
192.168.64.10,192.168.64.3,2.2396473836527463e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.5,192.168.64.1,12.646429339878203,46,128,66,TCP,Normal
192.168.64.11,192.168.64.3,1.041427112336222e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,6.883494392321674e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,7.293383929585503e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.6,192.168.64.1,23.852590195769153,98,128,118,TCP,Normal
192.168.64.6,192.168.64.3,16.425191493359666,46,128,66,UDP,Normal
192.168.64.10,192.168.64.3,9.955558583357077e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.6,192.168.64.1,20.119938114858893,60,64,80,UDP,Normal
192.168.64.11,192.168.64.3,9.294420755845622e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,9.382848460104261e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,4.077752037583303e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,1.9172847307476354e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,3.084720572075684e-06,60,64,80,ICMP,DDOS-Attack
192.168.64.5,192.168.64.3,0.3595093237166681,60,128,80,UDP,Normal
192.168.64.5,192.168.64.1,9.426972576489444,46,64,66,TCP,Normal
192.168.64.10,192.168.64.3,3.205694469315446e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,4.6690769831272075e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,5.140663859069766e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,5.65877956654187e-06,98,64,118,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,7.249939376869098e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.1,22.02449570450866,46,128,66,TCP,Normal
192.168.64.12,192.168.64.3,3.941778895183474e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,7.008857513986229e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.7,192.168.64.3,28.073488305906398,60,128,80,ICMP,Normal
192.168.64.7,192.168.64.1,7.70007367472741,1514,128,1534,ICMP,Normal
192.168.64.12,192.168.64.3,2.2930209939197475e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.6,192.168.64.1,4.596908351137081,1514,64,1534,TCP,Normal
192.168.64.10,192.168.64.3,1.272633188272436,98,128,118,UDP,Normal
192.168.64.12,192.168.64.3,5.080133100814512e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.6,192.168.64.3,17.00693213351107,60,128,80,ICMP,Normal
192.168.64.10,192.168.64.3,5.924820323254801e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.5,192.168.64.1,8.791967694727253,98,128,118,TCP,Normal
192.168.64.11,192.168.64.3,4.213589224314453e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.5,192.168.64.3,13.145538365619213,1514,64,1534,TCP,Normal
192.168.64.12,192.168.64.3,9.006045888156036e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,3.148309432278621e-06,60,64,80,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,5.793197148945608e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.5,192.168.64.1,16.01567484274754,98,64,118,TCP,Normal
192.168.64.11,192.168.64.3,1.5687673391662165e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.6,192.168.64.3,7.236505295543994,60,128,80,TCP,Normal
192.168.64.12,192.168.64.3,1.6025765575259105e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.7,192.168.64.1,19.66705406317516,46,64,66,ICMP,Normal
192.168.64.10,192.168.64.3,7.004733498826631e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,9.756960188936018e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.5,192.168.64.1,23.125702404002745,1514,64,1534,UDP,Normal
192.168.64.10,192.168.64.3,3.1046126947112504e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.7,192.168.64.1,4.230846159580785,1514,128,1534,UDP,Normal
192.168.64.12,192.168.64.3,6.087910350689554e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,6.423917744431334e-06,98,128,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,26.016834960356544,98,128,118,TCP,Normal
192.168.64.12,192.168.64.3,3.7245198674946374e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,8.595575357763878e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.1,29.231979241458028,1514,64,1534,TCP,Normal
192.168.64.6,192.168.64.3,10.775356744005771,60,64,80,TCP,Normal
192.168.64.10,192.168.64.3,2.5209503855445636e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.1,21.408576945779725,46,64,66,ICMP,Normal
192.168.64.10,192.168.64.1,24.352282673673987,60,128,80,UDP,Normal
192.168.64.7,192.168.64.3,8.963750687570627,98,128,118,ICMP,Normal
192.168.64.7,192.168.64.1,2.0993704579616916,1514,128,1534,UDP,Normal
192.168.64.5,192.168.64.3,9.589948251634846,98,128,118,ICMP,Normal
192.168.64.7,192.168.64.3,8.42963311424461,98,128,118,ICMP,Normal
192.168.64.10,192.168.64.3,27.175723251122005,60,64,80,ICMP,Normal
192.168.64.10,192.168.64.3,8.543971200160356e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.6,192.168.64.1,13.084366829587232,60,128,80,UDP,Normal
192.168.64.7,192.168.64.3,29.138035893962563,98,64,118,ICMP,Normal
192.168.64.6,192.168.64.3,17.327383556393322,98,128,118,ICMP,Normal
192.168.64.10,192.168.64.3,7.508377684174835,98,128,118,UDP,Normal
192.168.64.11,192.168.64.3,5.196363925838031e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,3.311023496181052e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,5.124340035246382e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.5,192.168.64.1,9.517668796466735,60,64,80,TCP,Normal
192.168.64.10,192.168.64.1,23.7777012356045,98,64,118,TCP,Normal
192.168.64.11,192.168.64.3,4.816966585270055e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,2.8568602163827683e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.1,1.3809466168210207,46,128,66,ICMP,Normal
192.168.64.10,192.168.64.3,10.685365241097424,46,64,66,ICMP,Normal
192.168.64.6,192.168.64.1,3.543355801522503,1514,64,1534,UDP,Normal
192.168.64.12,192.168.64.3,9.214218553436681e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,1.2813732127332721e-06,98,128,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,7.07133800632743e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,8.196721567806842e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.7,192.168.64.3,5.857288515105512,60,64,80,ICMP,Normal
192.168.64.7,192.168.64.1,15.851078104556372,98,128,118,UDP,Normal
192.168.64.11,192.168.64.3,8.699532434251914e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,4.338736212998187e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,1.2791547051794912e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,5.3019067509855774e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,6.336940268375481,1514,128,1534,ICMP,Normal
192.168.64.10,192.168.64.1,17.384954411717434,60,128,80,TCP,Normal
192.168.64.12,192.168.64.3,4.610629648728791e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.6,192.168.64.1,10.060185080872413,98,64,118,UDP,Normal
192.168.64.7,192.168.64.3,20.12095677565515,46,64,66,ICMP,Normal
192.168.64.7,192.168.64.3,29.892316103794236,60,64,80,ICMP,Normal
192.168.64.11,192.168.64.3,3.4582809540786594e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,1.5918061213082545e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.6,192.168.64.1,21.89362285939838,46,64,66,TCP,Normal
192.168.64.7,192.168.64.3,27.00850938703744,46,64,66,UDP,Normal
192.168.64.12,192.168.64.3,3.251685019146508e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.6,192.168.64.3,23.160590875544468,1514,64,1534,TCP,Normal
192.168.64.10,192.168.64.3,20.807039832360505,46,64,66,UDP,Normal
192.168.64.5,192.168.64.3,27.49064395591523,98,64,118,UDP,Normal
192.168.64.10,192.168.64.1,11.318336233859574,46,64,66,UDP,Normal
192.168.64.10,192.168.64.3,1.4585487515070238e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.7,192.168.64.3,16.344360685705713,98,64,118,TCP,Normal
192.168.64.5,192.168.64.1,18.582220094051728,60,128,80,TCP,Normal
192.168.64.11,192.168.64.3,7.029291376849839e-06,98,64,118,ICMP,DDOS-Attack
192.168.64.7,192.168.64.1,1.9993495854286565,46,64,66,ICMP,Normal
192.168.64.5,192.168.64.1,6.4064050286063265,98,64,118,UDP,Normal
192.168.64.11,192.168.64.3,2.8437290835462625e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,8.936852147637055e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.7,192.168.64.1,8.214581444612975,46,128,66,TCP,Normal
192.168.64.10,192.168.64.1,4.1205798293346,98,64,118,ICMP,Normal
192.168.64.5,192.168.64.1,21.95631770178252,60,64,80,UDP,Normal
192.168.64.6,192.168.64.1,22.557086869148876,60,128,80,ICMP,Normal
192.168.64.7,192.168.64.1,10.446312236876498,1514,64,1534,UDP,Normal
192.168.64.7,192.168.64.3,17.222357752227786,1514,128,1534,ICMP,Normal
192.168.64.7,192.168.64.3,19.06517874716933,60,64,80,ICMP,Normal
192.168.64.12,192.168.64.3,1.1362921083017803e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.1,29.96350070684376,46,128,66,TCP,Normal
192.168.64.5,192.168.64.1,20.228018287902845,98,64,118,UDP,Normal
192.168.64.12,192.168.64.3,3.7195856887855008e-06,60,64,80,ICMP,DDOS-Attack
192.168.64.5,192.168.64.1,2.4775638172863164,98,64,118,UDP,Normal
192.168.64.10,192.168.64.1,25.43474066160789,60,64,80,UDP,Normal
192.168.64.5,192.168.64.1,20.555749772354407,98,64,118,UDP,Normal
192.168.64.10,192.168.64.3,9.936423910910265e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.6,192.168.64.1,20.359200250668795,98,128,118,ICMP,Normal
192.168.64.11,192.168.64.3,9.474113943776134e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,2.3077972529839568e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.5,192.168.64.1,17.753057444939056,46,64,66,UDP,Normal
192.168.64.11,192.168.64.3,3.4437315652338766e-06,98,64,118,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,4.5756573084325235e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.6,192.168.64.3,1.8048245661543088,98,128,118,UDP,Normal
192.168.64.11,192.168.64.3,5.154150586858562e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.1,15.665160725713394,1514,64,1534,ICMP,Normal
192.168.64.7,192.168.64.1,23.951426547272565,46,64,66,TCP,Normal
192.168.64.12,192.168.64.3,7.846203204131623e-06,60,64,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.1,17.604903915390228,98,64,118,UDP,Normal
192.168.64.5,192.168.64.3,28.2521047414792,1514,64,1534,ICMP,Normal
192.168.64.10,192.168.64.3,4.729130590137791e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,2.6331381540409068e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.6,192.168.64.1,11.802561791452986,1514,64,1534,TCP,Normal
192.168.64.11,192.168.64.3,8.134562843080326e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,4.883032991098445e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,8.647957143765496e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.7,192.168.64.3,16.910921965868972,98,128,118,TCP,Normal
192.168.64.10,192.168.64.3,8.950453529964912e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,5.580229473357344e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.7,192.168.64.3,5.521257275419725,98,128,118,ICMP,Normal
192.168.64.5,192.168.64.3,22.388364982282667,98,128,118,TCP,Normal
192.168.64.5,192.168.64.1,12.518907272634204,46,64,66,UDP,Normal
192.168.64.10,192.168.64.3,2.2053764364622944e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.6,192.168.64.1,26.350725349461836,1514,128,1534,UDP,Normal
192.168.64.7,192.168.64.1,12.843522691450437,98,64,118,UDP,Normal
192.168.64.11,192.168.64.3,2.3808277299203056e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.6,192.168.64.3,27.653653006286444,1514,64,1534,UDP,Normal
192.168.64.10,192.168.64.1,14.842962111205033,46,64,66,ICMP,Normal
192.168.64.12,192.168.64.3,5.262187868851188e-06,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,9.886364315154924e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,7.466854188572265e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.7,192.168.64.3,3.481339839031757,98,128,118,ICMP,Normal
192.168.64.7,192.168.64.1,9.402671226527929,46,64,66,ICMP,Normal
192.168.64.11,192.168.64.3,6.866192396334339e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,4.087480749005709e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,6.914474547093501e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.7,192.168.64.3,16.79763110033167,98,64,118,ICMP,Normal
192.168.64.11,192.168.64.3,5.2183622037761155e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.7,192.168.64.3,11.773408062430143,1514,64,1534,UDP,Normal
192.168.64.11,192.168.64.3,7.747911232186101e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.1,27.18176460560453,1514,128,1534,UDP,Normal
192.168.64.10,192.168.64.3,13.629363541327029,1514,128,1534,ICMP,Normal
192.168.64.12,192.168.64.3,8.144865126972902e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,7.675087255285986e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,6.901687590766558e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,6.904226069566924e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,5.249811063750698e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,1.9194681845682217e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,7.759259392467092e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,2.6000508574008006e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.6,192.168.64.1,20.738278559741644,60,128,80,TCP,Normal
192.168.64.11,192.168.64.3,4.4428109431125974e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.5,192.168.64.1,7.606434600734033,60,64,80,UDP,Normal
192.168.64.10,192.168.64.3,5.579929816659996e-06,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,2.4021591830464647e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,8.874253342911605e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.7,192.168.64.3,22.52201785359985,46,128,66,UDP,Normal
192.168.64.6,192.168.64.3,14.048079714073792,1514,128,1534,TCP,Normal
192.168.64.6,192.168.64.1,28.35373310216771,60,64,80,ICMP,Normal
192.168.64.10,192.168.64.1,25.506207104416077,98,128,118,UDP,Normal
192.168.64.12,192.168.64.3,7.8846833884109e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,21.121599775361716,60,128,80,ICMP,Normal
192.168.64.11,192.168.64.3,5.275325401462511e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.6,192.168.64.3,1.512523602972318,60,128,80,UDP,Normal
192.168.64.11,192.168.64.3,4.7410198170172304e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.5,192.168.64.3,17.996573777604926,60,64,80,TCP,Normal
192.168.64.10,192.168.64.3,8.166457308484222e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,5.485333801721179e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,5.116189329454628e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.1,8.284702179610175,60,64,80,ICMP,Normal
192.168.64.6,192.168.64.1,2.6814670205829167,98,128,118,TCP,Normal
192.168.64.11,192.168.64.3,5.713624556662153e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,2.3401456080236896e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,6.806887206975736e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,21.265169569782888,60,64,80,TCP,Normal
192.168.64.11,192.168.64.3,2.6680574141383533e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.6,192.168.64.3,3.1173879082771414,46,128,66,UDP,Normal
192.168.64.5,192.168.64.1,16.30270538351453,1514,64,1534,ICMP,Normal
192.168.64.7,192.168.64.1,21.809986456769035,98,64,118,TCP,Normal
192.168.64.12,192.168.64.3,1.1479470351912978e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.5,192.168.64.1,24.331337132915507,1514,128,1534,UDP,Normal
192.168.64.7,192.168.64.1,13.3568603196841,98,64,118,UDP,Normal
192.168.64.6,192.168.64.1,0.5995121481558208,98,64,118,UDP,Normal
192.168.64.11,192.168.64.3,2.5838141336876375e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.5,192.168.64.3,29.325326373597058,1514,64,1534,UDP,Normal
192.168.64.11,192.168.64.3,7.959566986425716e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,4.708506098622049e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,1.4698451887930814e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,6.342504706001034e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,3.441571412249807e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,9.53146137834085e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,9.90805433036874e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,5.8922765778414105e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.7,192.168.64.1,6.090976132820146,46,64,66,UDP,Normal
192.168.64.5,192.168.64.3,20.028758987541927,98,128,118,ICMP,Normal
192.168.64.10,192.168.64.3,1.3426893941559716e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.6,192.168.64.3,10.394981981681106,98,128,118,ICMP,Normal
192.168.64.11,192.168.64.3,7.62820068565647e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,3.098015900889548e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.5,192.168.64.1,26.55728100485183,46,128,66,TCP,Normal
192.168.64.10,192.168.64.3,5.750538661494827e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.6,192.168.64.3,21.100974829170625,46,64,66,TCP,Normal
192.168.64.12,192.168.64.3,8.315230520701121e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.6,192.168.64.3,14.649165847062163,46,64,66,TCP,Normal
192.168.64.10,192.168.64.3,6.036312927753222e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,2.8031021313452874e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,7.038570421341744e-05,98,64,118,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,7.302874050778787e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,2.9822997434865745e-06,98,128,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,25.41850018956711,98,128,118,TCP,Normal
192.168.64.10,192.168.64.3,6.780884395711548,46,128,66,ICMP,Normal
192.168.64.5,192.168.64.1,21.788456799668378,98,64,118,UDP,Normal
192.168.64.7,192.168.64.3,9.369777892302034,60,128,80,ICMP,Normal
192.168.64.7,192.168.64.1,23.73539000025197,46,64,66,ICMP,Normal
192.168.64.7,192.168.64.3,0.513082746511681,1514,64,1534,TCP,Normal
192.168.64.5,192.168.64.1,2.6257186772119296,98,64,118,UDP,Normal
192.168.64.10,192.168.64.1,11.980943027771112,98,64,118,TCP,Normal
192.168.64.10,192.168.64.3,19.679983090001805,98,64,118,TCP,Normal
192.168.64.12,192.168.64.3,1.9981885521636382e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.12,192.168.64.3,2.3005993897219945e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,0.6569678868793308,1514,128,1534,TCP,Normal
192.168.64.10,192.168.64.3,1.7364926327658166e-05,60,128,80,ICMP,DDOS-Attack
192.168.64.11,192.168.64.3,2.2107189207524374e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.7,192.168.64.1,7.797724736493466,60,64,80,ICMP,Normal
192.168.64.10,192.168.64.3,2.5508886306036684e-05,98,128,118,ICMP,DDOS-Attack
192.168.64.10,192.168.64.3,2.8548498421058195e-05,60,64,80,ICMP,DDOS-Attack
192.168.64.7,192.168.64.3,25.376328481757337,46,128,66,ICMP,Normal
