protocol,pkt_len,pkt_rate,pkt_count,ip_ttl,label
UDP,466,248.4,1,128,Normal
TCP,1312,283.2,6,128,Normal
TCP,262,3.1,5,128,Normal
UDP,67,138.9,1,255,Normal
TCP,771,361.5,8,64,Normal
TCP,1214,266.9,7,128,Normal
UDP,712,3.4,5,128,Normal
TCP,204,127.7,6,64,Normal
ICMP,60,7307.7,31,64,DDOS-Attack
UDP,126,224.9,4,255,Normal
ICMP,60,25296.9,38,64,DDOS-Attack
ICMP,849,274.7,8,255,Normal
TCP,1354,153.8,1,64,Normal
TCP,910,229.8,3,128,Normal
TCP,64,23094.6,38,128,DDOS-Attack
TCP,94,392.1,4,255,Normal
UDP,512,2057.0,23,128,DDOS-Attack
UDP,186,144.9,8,64,Normal
ICMP,60,25849.9,18,64,DDOS-Attack
TCP,1292,313.3,4,255,Normal
UDP,873,314.7,8,255,Normal
UDP,1381,408.1,3,64,Normal
TCP,391,418.2,8,255,Normal
UDP,302,415.4,3,64,Normal
TCP,1321,493.6,1,255,Normal
TCP,1432,11.2,8,64,Normal
UDP,270,63.7,4,255,Normal
UDP,967,276.9,8,64,Normal
UDP,1001,16.2,6,128,Normal
ICMP,60,21481.0,27,128,DDOS-Attack
UDP,622,334.0,4,128,Normal
TCP,1403,52.7,1,128,Normal
TCP,1333,120.1,2,64,Normal
TCP,940,276.2,4,128,Normal
ICMP,60,9802.8,33,128,DDOS-Attack
TCP,64,12979.4,19,128,DDOS-Attack
TCP,160,438.4,5,255,Normal
TCP,521,171.7,7,64,Normal
UDP,904,230.4,8,128,Normal
UDP,1198,292.4,2,64,Normal
TCP,879,352.3,8,255,Normal
ICMP,60,11157.0,23,64,DDOS-Attack
ICMP,60,14303.6,18,128,DDOS-Attack
ICMP,60,3937.1,12,128,DDOS-Attack
ICMP,60,6106.8,22,128,DDOS-Attack
TCP,768,458.3,4,64,Normal
TCP,1344,173.3,7,128,Normal
TCP,1039,38.8,4,128,Normal
ICMP,60,18741.8,39,128,DDOS-Attack
UDP,1199,216.8,1,64,Normal
UDP,1348,300.4,5,64,Normal
TCP,1336,247.7,6,128,Normal
TCP,1157,77.2,3,64,Normal
UDP,512,12838.3,47,64,DDOS-Attack
TCP,1492,407.0,8,64,Normal
TCP,332,134.2,2,128,Normal
TCP,1177,35.1,3,255,Normal
UDP,1366,191.0,4,128,Normal
TCP,694,230.8,1,64,Normal
UDP,1024,17059.2,36,64,DDOS-Attack
ICMP,60,18910.2,22,128,DDOS-Attack
TCP,82,191.0,2,255,Normal
ICMP,65,266.7,5,64,Normal
TCP,1388,284.5,1,128,Normal
TCP,146,450.6,6,128,Normal
TCP,1038,440.1,3,255,Normal
TCP,756,378.1,6,128,Normal
ICMP,60,24691.3,26,128,DDOS-Attack
UDP,1024,9845.2,16,128,DDOS-Attack
UDP,774,450.0,2,128,Normal
UDP,296,41.2,4,64,Normal
ICMP,60,24667.8,46,128,DDOS-Attack
UDP,1060,438.9,4,64,Normal
TCP,1479,326.3,5,64,Normal
ICMP,60,21813.0,24,128,DDOS-Attack
TCP,147,134.5,3,64,Normal
ICMP,60,14895.8,20,128,DDOS-Attack
TCP,1308,375.9,7,128,Normal
UDP,605,471.3,8,128,Normal
TCP,790,37.4,3,255,Normal
TCP,611,233.6,3,64,Normal
TCP,488,297.2,1,64,Normal
TCP,1419,81.6,7,128,Normal
UDP,1296,230.5,2,128,Normal
UDP,433,193.5,7,128,Normal
UDP,384,135.0,2,64,Normal
TCP,305,208.8,4,64,Normal
ICMP,60,11608.7,24,128,DDOS-Attack
TCP,152,250.7,8,128,Normal
TCP,1096,381.6,4,128,Normal
ICMP,829,296.8,7,128,Normal
ICMP,60,10156.5,12,64,DDOS-Attack
TCP,1046,58.1,3,128,Normal
TCP,64,18772.4,17,128,DDOS-Attack
ICMP,60,25999.4,45,128,DDOS-Attack
TCP,921,280.7,2,255,Normal
ICMP,60,25136.4,44,64,DDOS-Attack
TCP,602,441.2,1,64,Normal
UDP,1157,168.0,8,128,Normal
TCP,184,474.6,5,255,Normal
UDP,1378,467.9,7,64,Normal
TCP,64,12630.0,13,128,DDOS-Attack
ICMP,571,361.2,1,64,Normal
TCP,193,251.0,8,128,Normal
UDP,60,4109.7,41,128,DDOS-Attack
ICMP,60,8686.6,18,128,DDOS-Attack
UDP,386,109.3,3,255,Normal
ICMP,60,19610.5,36,64,DDOS-Attack
TCP,1192,385.2,4,64,Normal
UDP,384,116.7,2,255,Normal
UDP,444,18.7,4,255,Normal
TCP,64,9920.5,46,128,DDOS-Attack
TCP,862,436.3,4,255,Normal
TCP,1485,250.3,1,255,Normal
TCP,87,340.3,8,128,Normal
TCP,785,18.0,5,255,Normal
ICMP,60,20872.7,18,128,DDOS-Attack
TCP,509,235.2,6,255,Normal
UDP,757,143.0,2,255,Normal
UDP,920,293.7,8,64,Normal
ICMP,60,29263.1,48,64,DDOS-Attack
UDP,630,374.3,3,255,Normal
ICMP,276,82.0,5,255,Normal
TCP,664,471.6,6,64,Normal
UDP,1003,284.2,2,255,Normal
TCP,1068,144.1,2,255,Normal
ICMP,60,25424.3,38,128,DDOS-Attack
TCP,802,138.6,2,255,Normal
UDP,799,23.7,3,128,Normal
TCP,1270,209.3,4,128,Normal
ICMP,60,28843.3,43,64,DDOS-Attack
TCP,1362,287.5,4,64,Normal
UDP,60,9193.4,15,128,DDOS-Attack
TCP,64,22678.2,36,64,DDOS-Attack
TCP,1030,288.9,7,255,Normal
TCP,183,56.4,3,64,Normal
ICMP,60,6951.7,24,64,DDOS-Attack
UDP,1024,9005.2,15,128,DDOS-Attack
UDP,512,19349.0,27,128,DDOS-Attack
UDP,1024,15776.1,50,64,DDOS-Attack
ICMP,848,187.4,2,255,Normal
UDP,1410,193.8,4,255,Normal
ICMP,60,26450.5,42,128,DDOS-Attack
UDP,1377,441.0,2,255,Normal
ICMP,60,21719.2,16,64,DDOS-Attack
TCP,1299,379.7,8,128,Normal
UDP,60,8707.9,44,64,DDOS-Attack
ICMP,60,23036.9,26,64,DDOS-Attack
TCP,860,350.1,1,255,Normal
TCP,760,425.3,5,64,Normal
TCP,796,54.7,4,64,Normal
TCP,983,485.3,3,128,Normal
UDP,1482,31.2,1,128,Normal
ICMP,60,14352.5,49,64,DDOS-Attack
UDP,512,10421.7,49,64,DDOS-Attack
ICMP,60,19348.8,24,128,DDOS-Attack
UDP,1024,15350.9,39,128,DDOS-Attack
TCP,171,260.3,3,255,Normal
UDP,387,342.3,7,255,Normal
ICMP,572,210.7,5,255,Normal
ICMP,60,29891.3,22,128,DDOS-Attack
TCP,175,301.8,7,128,Normal
TCP,64,32431.8,47,128,DDOS-Attack
ICMP,60,18527.0,21,64,DDOS-Attack
UDP,173,475.5,7,64,Normal
ICMP,60,9700.8,12,128,DDOS-Attack
TCP,184,212.9,7,255,Normal
ICMP,60,4719.3,34,64,DDOS-Attack
UDP,407,434.8,7,255,Normal
TCP,766,385.4,5,64,Normal
ICMP,60,25638.7,25,128,DDOS-Attack
TCP,745,454.8,2,64,Normal
TCP,689,81.9,7,128,Normal
ICMP,60,5484.1,50,64,DDOS-Attack
TCP,864,433.1,7,255,Normal
ICMP,60,28211.1,41,64,DDOS-Attack
TCP,1356,57.6,4,255,Normal
ICMP,60,11923.2,38,128,DDOS-Attack
UDP,519,223.2,8,64,Normal
UDP,199,122.2,5,64,Normal
TCP,362,127.0,3,128,Normal
TCP,775,227.6,7,64,Normal
UDP,242,24.8,3,64,Normal
TCP,533,341.9,6,255,Normal
ICMP,1153,381.3,5,64,Normal
TCP,707,316.0,8,128,Normal
TCP,64,6743.4,28,64,DDOS-Attack
ICMP,60,24852.1,40,128,DDOS-Attack
TCP,64,24301.7,50,128,DDOS-Attack
TCP,892,132.1,5,128,Normal
UDP,907,265.2,7,128,Normal
UDP,211,127.5,1,128,Normal
TCP,671,185.0,1,64,Normal
UDP,464,11.8,5,64,Normal
UDP,1024,15450.4,33,64,DDOS-Attack
TCP,1191,365.9,3,64,Normal
TCP,553,333.2,2,64,Normal
TCP,352,353.7,1,255,Normal
UDP,701,417.2,1,64,Normal
TCP,1460,171.2,6,64,Normal
ICMP,60,8755.1,34,128,DDOS-Attack
TCP,476,428.6,7,128,Normal
TCP,465,20.3,6,255,Normal
ICMP,60,18381.6,33,64,DDOS-Attack
UDP,720,39.1,5,128,Normal
TCP,645,58.5,3,255,Normal
UDP,60,4508.5,13,64,DDOS-Attack
UDP,1211,312.7,7,64,Normal
ICMP,60,7419.8,47,64,DDOS-Attack
ICMP,60,13801.7,41,64,DDOS-Attack
UDP,512,11377.8,22,128,DDOS-Attack
UDP,1406,219.6,2,128,Normal
TCP,1071,385.3,6,64,Normal
UDP,60,15161.7,37,64,DDOS-Attack
ICMP,60,25856.1,43,64,DDOS-Attack
UDP,512,17292.8,35,128,DDOS-Attack
UDP,886,309.4,3,64,Normal
TCP,830,321.6,5,255,Normal
TCP,351,279.3,6,64,Normal
ICMP,60,26791.2,46,64,DDOS-Attack
TCP,1145,487.3,8,64,Normal
UDP,467,331.4,2,255,Normal
TCP,106,165.2,3,255,Normal
TCP,1185,84.1,5,255,Normal
TCP,130,428.4,5,64,Normal
UDP,402,166.8,2,128,Normal
UDP,859,152.2,1,255,Normal
TCP,525,235.7,7,64,Normal
ICMP,60,22994.4,41,128,DDOS-Attack
TCP,1369,167.6,6,255,Normal
ICMP,60,19108.2,29,64,DDOS-Attack
UDP,1171,348.9,6,128,Normal
TCP,276,360.8,4,64,Normal
TCP,324,198.8,3,255,Normal
ICMP,303,182.2,8,64,Normal
TCP,915,193.6,1,255,Normal
TCP,854,50.1,7,255,Normal
UDP,512,18154.9,15,64,DDOS-Attack
UDP,740,373.0,2,64,Normal
ICMP,60,6366.7,33,128,DDOS-Attack
UDP,1024,21126.5,42,64,DDOS-Attack
TCP,1480,180.9,1,128,Normal
ICMP,60,18405.7,43,64,DDOS-Attack
ICMP,60,22377.1,31,64,DDOS-Attack
TCP,64,29983.8,39,64,DDOS-Attack
TCP,97,426.3,3,255,Normal
UDP,394,336.7,7,64,Normal
TCP,751,435.4,6,64,Normal
UDP,512,19497.5,33,128,DDOS-Attack
TCP,1327,116.6,3,255,Normal
UDP,84,49.1,2,128,Normal
ICMP,60,6522.3,29,64,DDOS-Attack
ICMP,60,22154.2,27,128,DDOS-Attack
UDP,1465,93.2,2,128,Normal
ICMP,60,3354.0,28,64,DDOS-Attack
UDP,512,19770.8,14,128,DDOS-Attack
TCP,1201,143.8,7,255,Normal
TCP,136,85.8,1,128,Normal
UDP,468,228.2,4,128,Normal
ICMP,60,29527.4,41,64,DDOS-Attack
UDP,512,14074.4,35,64,DDOS-Attack
UDP,166,459.2,3,128,Normal
TCP,928,135.4,8,255,Normal
UDP,1130,40.2,8,64,Normal
ICMP,60,14112.1,47,64,DDOS-Attack
UDP,1197,236.6,1,255,Normal
TCP,178,262.6,6,64,Normal
TCP,929,309.4,8,64,Normal
TCP,473,265.2,7,64,Normal
TCP,124,456.8,3,64,Normal
UDP,426,268.0,4,128,Normal
TCP,583,18.6,4,128,Normal
UDP,985,53.7,7,64,Normal
UDP,414,491.5,6,128,Normal
UDP,858,323.5,7,255,Normal
ICMP,381,438.5,6,128,Normal
ICMP,60,3734.3,12,128,DDOS-Attack
ICMP,60,8075.6,12,64,DDOS-Attack
TCP,80,84.2,1,128,Normal
UDP,1024,3344.1,35,64,DDOS-Attack
TCP,180,145.0,6,128,Normal
TCP,1168,481.4,3,128,Normal
TCP,773,21.4,1,64,Normal
ICMP,741,368.4,5,255,Normal
ICMP,1389,291.2,7,64,Normal
TCP,154,183.0,8,255,Normal
ICMP,60,16011.8,44,128,DDOS-Attack
TCP,784,475.0,5,64,Normal
UDP,1012,84.2,4,128,Normal
TCP,1022,159.8,8,128,Normal
UDP,1024,20340.7,47,64,DDOS-Attack
TCP,324,416.2,6,128,Normal
ICMP,60,12104.8,13,128,DDOS-Attack
UDP,1380,126.4,5,255,Normal
UDP,1119,484.5,4,128,Normal
TCP,1224,294.7,8,64,Normal
TCP,499,48.9,1,64,Normal
UDP,512,21072.5,40,128,DDOS-Attack
UDP,1398,92.2,7,128,Normal
TCP,1345,434.2,2,128,Normal
TCP,242,382.3,3,128,Normal
TCP,320,299.7,1,255,Normal
UDP,1123,247.3,5,64,Normal
TCP,217,161.9,6,64,Normal
ICMP,60,14356.4,41,128,DDOS-Attack
TCP,1153,471.1,1,255,Normal
UDP,1382,226.6,4,255,Normal
ICMP,60,4540.3,30,64,DDOS-Attack
UDP,1252,439.0,7,128,Normal
ICMP,60,10865.3,49,128,DDOS-Attack
UDP,904,415.1,1,255,Normal
UDP,1461,8.4,6,128,Normal
ICMP,60,11660.7,40,64,DDOS-Attack
ICMP,60,12472.6,43,64,DDOS-Attack
ICMP,60,15204.7,26,64,DDOS-Attack
TCP,931,102.9,1,64,Normal
ICMP,60,14722.8,23,64,DDOS-Attack
UDP,351,438.8,3,255,Normal
UDP,512,16572.2,49,64,DDOS-Attack
UDP,297,70.6,3,128,Normal
UDP,448,25.0,1,64,Normal
TCP,1345,368.4,7,128,Normal
TCP,460,137.2,6,128,Normal
TCP,414,78.8,1,64,Normal
TCP,146,99.1,5,128,Normal
TCP,557,434.3,1,64,Normal
UDP,149,155.6,2,255,Normal
UDP,512,12061.9,14,64,DDOS-Attack
TCP,991,386.0,1,64,Normal
UDP,1327,421.3,3,255,Normal
ICMP,60,10862.6,24,64,DDOS-Attack
TCP,64,11198.1,49,128,DDOS-Attack
UDP,836,275.1,6,64,Normal
TCP,1354,61.3,7,128,Normal
UDP,1024,10186.9,22,128,DDOS-Attack
UDP,138,469.8,2,64,Normal
TCP,122,357.6,2,255,Normal
TCP,1015,365.0,2,64,Normal
TCP,788,312.1,5,64,Normal
UDP,1272,238.2,4,64,Normal
UDP,268,321.3,6,64,Normal
TCP,733,39.4,8,255,Normal
TCP,1031,108.3,6,255,Normal
TCP,891,320.7,5,128,Normal
UDP,1024,9460.8,25,64,DDOS-Attack
TCP,876,85.3,1,255,Normal
TCP,231,196.6,7,255,Normal
ICMP,60,28148.4,31,128,DDOS-Attack
TCP,64,21909.6,26,128,DDOS-Attack
TCP,64,39908.0,29,64,DDOS-Attack
TCP,377,237.9,8,255,Normal
ICMP,60,13537.0,31,64,DDOS-Attack
ICMP,322,296.6,3,64,Normal
TCP,64,12775.9,16,64,DDOS-Attack
TCP,165,18.6,8,64,Normal
TCP,1113,326.5,6,128,Normal
ICMP,323,186.6,7,128,Normal
ICMP,60,3737.4,36,64,DDOS-Attack
TCP,1463,465.2,6,128,Normal
TCP,410,120.5,2,128,Normal
UDP,1447,137.5,8,128,Normal
UDP,1269,484.7,4,255,Normal
TCP,872,360.0,5,64,Normal
ICMP,1275,78.1,7,64,Normal
UDP,512,5282.6,33,64,DDOS-Attack
UDP,60,8700.7,14,64,DDOS-Attack
ICMP,60,11025.5,46,128,DDOS-Attack
TCP,738,315.9,5,64,Normal
ICMP,60,17759.8,28,128,DDOS-Attack
TCP,395,130.1,1,128,Normal
ICMP,60,29020.4,14,128,DDOS-Attack
ICMP,60,9553.4,12,128,DDOS-Attack
TCP,1492,415.8,6,255,Normal
TCP,1016,497.8,1,64,Normal
TCP,1250,365.6,4,128,Normal
TCP,1055,250.1,8,64,Normal
ICMP,60,7171.1,44,128,DDOS-Attack
TCP,797,21.4,4,64,Normal
ICMP,60,25526.1,39,64,DDOS-Attack
UDP,512,23145.8,44,64,DDOS-Attack
ICMP,60,13610.7,33,128,DDOS-Attack
ICMP,60,10073.8,50,128,DDOS-Attack
UDP,1432,169.2,4,255,Normal
UDP,261,426.7,1,255,Normal
TCP,1068,421.3,4,128,Normal
TCP,1024,279.0,2,255,Normal
ICMP,60,4707.9,34,128,DDOS-Attack
ICMP,60,26756.3,12,64,DDOS-Attack
TCP,1454,482.4,2,64,Normal
UDP,1275,484.2,4,64,Normal
ICMP,60,21548.9,25,64,DDOS-Attack
ICMP,60,24806.4,34,128,DDOS-Attack
TCP,755,356.1,8,128,Normal
TCP,1496,465.8,4,255,Normal
TCP,275,15.3,2,64,Normal
TCP,1467,371.9,1,128,Normal
TCP,287,151.5,4,128,Normal
UDP,558,186.1,2,64,Normal
UDP,1491,350.4,3,64,Normal
ICMP,60,4506.4,37,64,DDOS-Attack
TCP,322,227.8,5,64,Normal
UDP,1481,94.4,2,255,Normal
TCP,586,391.5,2,255,Normal
UDP,1027,297.4,8,128,Normal
UDP,60,3005.3,32,64,DDOS-Attack
UDP,1366,127.6,4,64,Normal
UDP,520,453.3,6,255,Normal
UDP,997,8.3,6,64,Normal
TCP,1009,416.0,5,255,Normal
TCP,1481,118.0,1,255,Normal
TCP,253,57.9,1,64,Normal
TCP,665,100.2,2,64,Normal
TCP,586,5.6,4,255,Normal
ICMP,60,7001.7,25,64,DDOS-Attack
TCP,958,120.1,2,64,Normal
ICMP,60,24032.2,41,64,DDOS-Attack
TCP,1249,362.5,7,64,Normal
ICMP,60,21137.3,30,128,DDOS-Attack
UDP,287,338.7,4,64,Normal
TCP,943,47.2,5,255,Normal
TCP,697,32.6,6,64,Normal
UDP,1024,7424.8,21,128,DDOS-Attack
TCP,339,453.2,7,255,Normal
ICMP,447,421.0,6,255,Normal
UDP,1484,75.5,8,255,Normal
TCP,1472,140.1,7,255,Normal
TCP,845,329.2,3,128,Normal
TCP,1285,40.0,5,255,Normal
UDP,876,397.0,1,128,Normal
UDP,625,157.9,3,128,Normal
TCP,1240,372.2,7,64,Normal
TCP,133,21.9,6,128,Normal
ICMP,60,17977.7,15,128,DDOS-Attack
ICMP,60,18210.0,14,64,DDOS-Attack
TCP,334,21.1,5,255,Normal
UDP,915,298.0,5,255,Normal
TCP,1464,452.9,8,128,Normal
TCP,1177,369.3,6,128,Normal
TCP,823,241.6,6,255,Normal
UDP,1377,86.0,4,255,Normal
TCP,153,256.9,6,128,Normal
ICMP,60,2293.1,32,64,DDOS-Attack
UDP,119,281.3,6,64,Normal
ICMP,60,13060.3,32,64,DDOS-Attack
UDP,512,22826.0,33,64,DDOS-Attack
TCP,992,447.5,4,255,Normal
TCP,1118,36.5,5,128,Normal
UDP,512,5194.6,21,128,DDOS-Attack
UDP,250,150.2,8,64,Normal
UDP,846,124.8,5,128,Normal
UDP,1246,64.2,7,128,Normal
TCP,470,119.4,7,255,Normal
ICMP,1467,59.0,4,255,Normal
UDP,512,7716.2,18,128,DDOS-Attack
ICMP,60,26732.9,22,64,DDOS-Attack
TCP,1080,428.0,6,255,Normal
TCP,64,35687.0,25,64,DDOS-Attack
UDP,443,306.2,3,255,Normal
TCP,426,145.6,8,64,Normal
UDP,74,323.4,7,128,Normal
UDP,223,419.5,2,128,Normal
TCP,757,364.6,3,64,Normal
TCP,650,437.3,6,255,Normal
TCP,1133,57.1,4,128,Normal
ICMP,60,16310.8,40,64,DDOS-Attack
UDP,1177,173.9,1,128,Normal
TCP,623,67.7,3,128,Normal
UDP,380,118.0,1,255,Normal
UDP,60,1604.1,33,64,DDOS-Attack
UDP,836,438.6,2,128,Normal
ICMP,60,9154.7,21,64,DDOS-Attack
ICMP,1206,476.0,4,255,Normal
ICMP,60,28934.9,22,64,DDOS-Attack
TCP,364,20.7,6,64,Normal
TCP,223,328.1,2,64,Normal
TCP,981,368.7,8,128,Normal
UDP,386,359.0,8,64,Normal
TCP,1498,442.7,7,64,Normal
TCP,181,436.3,5,128,Normal
UDP,465,74.0,1,64,Normal
TCP,64,30137.5,25,128,DDOS-Attack
TCP,808,353.1,8,255,Normal
TCP,472,470.0,2,64,Normal
TCP,845,79.9,2,128,Normal
TCP,437,195.3,1,128,Normal
TCP,1445,204.4,7,128,Normal
ICMP,60,29787.7,29,64,DDOS-Attack
UDP,797,33.2,6,255,Normal
UDP,158,406.3,5,64,Normal
ICMP,60,26594.8,20,128,DDOS-Attack
TCP,617,287.8,4,255,Normal
TCP,1120,494.4,8,128,Normal
TCP,318,293.3,7,64,Normal
TCP,322,185.7,2,255,Normal
ICMP,60,21662.8,15,64,DDOS-Attack
ICMP,60,11936.4,45,64,DDOS-Attack
TCP,323,375.0,7,255,Normal
TCP,587,384.4,7,255,Normal
TCP,775,208.7,7,255,Normal
ICMP,60,28404.6,17,128,DDOS-Attack
UDP,287,121.7,6,255,Normal
TCP,1228,282.2,1,64,Normal
TCP,1020,317.6,2,128,Normal
UDP,1335,216.9,6,255,Normal
TCP,1222,142.6,6,128,Normal
ICMP,60,9569.2,14,128,DDOS-Attack
UDP,782,298.0,5,64,Normal
TCP,280,48.9,1,128,Normal
TCP,910,229.3,7,255,Normal
UDP,481,490.3,5,128,Normal
UDP,178,150.6,1,255,Normal
UDP,1438,293.2,4,128,Normal
ICMP,60,15079.0,39,64,DDOS-Attack
ICMP,60,17296.8,38,128,DDOS-Attack
ICMP,60,9213.2,41,64,DDOS-Attack
ICMP,60,5034.8,38,128,DDOS-Attack
ICMP,749,414.6,2,255,Normal
TCP,675,319.0,2,64,Normal
ICMP,60,20079.2,41,128,DDOS-Attack
ICMP,60,10993.0,38,128,DDOS-Attack
ICMP,60,7625.6,39,128,DDOS-Attack
TCP,741,378.2,5,128,Normal
UDP,1461,260.2,5,128,Normal
UDP,1152,139.4,2,255,Normal
UDP,1146,348.1,1,128,Normal
UDP,1020,348.0,6,64,Normal
UDP,1398,281.8,6,255,Normal
TCP,807,20.1,2,128,Normal
TCP,944,129.2,4,255,Normal
TCP,130,446.2,8,64,Normal
UDP,1399,245.7,4,255,Normal
TCP,1408,260.2,2,255,Normal
TCP,1192,154.7,5,255,Normal
TCP,980,39.6,6,255,Normal
ICMP,1236,376.8,3,64,Normal
UDP,1024,17515.8,31,64,DDOS-Attack
UDP,493,232.1,5,64,Normal
TCP,327,141.3,1,128,Normal
UDP,1265,394.2,3,64,Normal
UDP,753,375.8,4,128,Normal
TCP,773,117.8,5,64,Normal
UDP,1220,459.9,2,64,Normal
ICMP,1142,463.7,6,255,Normal
ICMP,60,27519.5,37,128,DDOS-Attack
UDP,60,4620.9,39,64,DDOS-Attack
TCP,1072,452.1,2,255,Normal
UDP,631,380.8,6,255,Normal
TCP,707,278.1,8,255,Normal
UDP,934,260.0,4,255,Normal
TCP,1367,398.1,3,255,Normal
ICMP,60,4208.2,15,64,DDOS-Attack
ICMP,60,15075.3,41,64,DDOS-Attack
UDP,1156,265.6,8,255,Normal
TCP,680,26.1,6,128,Normal
ICMP,512,146.2,1,128,Normal
ICMP,60,10620.0,24,64,DDOS-Attack
UDP,111,433.2,2,64,Normal
TCP,296,241.3,1,128,Normal
ICMP,60,7010.4,21,64,DDOS-Attack
TCP,169,204.4,4,64,Normal
TCP,136,159.6,1,64,Normal
ICMP,1229,74.1,8,255,Normal
ICMP,574,155.4,7,64,Normal
UDP,253,442.7,3,64,Normal
UDP,60,15083.9,26,128,DDOS-Attack
ICMP,60,2358.2,48,128,DDOS-Attack
TCP,999,162.6,7,255,Normal
TCP,261,224.9,4,255,Normal
ICMP,60,18557.9,32,64,DDOS-Attack
TCP,885,374.1,1,255,Normal
TCP,220,120.6,1,255,Normal
ICMP,60,3580.8,25,128,DDOS-Attack
UDP,730,190.0,5,64,Normal
UDP,313,66.5,3,128,Normal
TCP,1217,131.2,7,128,Normal
UDP,60,7872.8,50,128,DDOS-Attack
TCP,1441,206.1,8,128,Normal
UDP,1326,490.2,8,255,Normal
TCP,808,355.6,8,255,Normal
TCP,185,30.9,7,128,Normal
UDP,1024,10319.1,29,64,DDOS-Attack
TCP,64,7112.3,23,128,DDOS-Attack
UDP,169,274.2,1,128,Normal
TCP,1315,36.3,6,128,Normal
ICMP,60,2779.4,41,128,DDOS-Attack
TCP,1205,358.7,3,128,Normal
UDP,676,267.3,5,128,Normal
UDP,467,300.1,7,64,Normal
TCP,1340,422.2,1,64,Normal
UDP,512,10288.8,22,128,DDOS-Attack
ICMP,60,4523.0,20,64,DDOS-Attack
TCP,919,488.2,8,64,Normal
TCP,547,449.2,1,64,Normal
UDP,871,344.5,7,128,Normal
ICMP,60,20792.8,37,128,DDOS-Attack
TCP,840,301.6,6,128,Normal
TCP,64,20830.8,32,64,DDOS-Attack
TCP,462,220.2,1,255,Normal
ICMP,60,1717.4,46,64,DDOS-Attack
UDP,1453,376.4,7,64,Normal
TCP,539,392.2,7,64,Normal
ICMP,60,14182.3,22,64,DDOS-Attack
TCP,1335,334.4,8,128,Normal
ICMP,60,3128.3,32,64,DDOS-Attack
TCP,213,463.1,3,255,Normal
TCP,64,19393.7,19,64,DDOS-Attack
TCP,592,68.6,5,64,Normal
UDP,60,11103.4,49,128,DDOS-Attack
UDP,559,341.0,5,64,Normal
TCP,422,278.4,4,255,Normal
TCP,637,89.3,8,255,Normal
TCP,1176,48.8,6,128,Normal
ICMP,60,15207.1,16,128,DDOS-Attack
TCP,1027,77.4,5,64,Normal
TCP,839,81.9,8,128,Normal
TCP,1115,217.8,4,64,Normal
TCP,128,11.6,1,64,Normal
UDP,128,131.4,7,64,Normal
UDP,1024,15998.6,38,128,DDOS-Attack
TCP,306,436.4,5,64,Normal
UDP,251,108.4,5,255,Normal
TCP,538,216.3,2,255,Normal
ICMP,60,13479.4,36,128,DDOS-Attack
TCP,943,104.8,1,64,Normal
ICMP,187,254.3,3,255,Normal
TCP,1052,199.9,2,128,Normal
TCP,488,428.7,2,255,Normal
UDP,512,23987.9,14,64,DDOS-Attack
ICMP,60,29495.3,26,64,DDOS-Attack
ICMP,60,4896.7,41,128,DDOS-Attack
UDP,751,259.8,4,255,Normal
TCP,1414,94.9,3,255,Normal
UDP,1355,199.4,6,64,Normal
UDP,1104,433.0,2,128,Normal
UDP,60,1872.0,26,64,DDOS-Attack
UDP,1385,491.2,2,128,Normal
UDP,693,209.0,8,64,Normal
UDP,802,201.1,4,128,Normal
TCP,135,424.9,1,255,Normal
TCP,714,89.5,2,255,Normal
TCP,749,39.7,3,64,Normal
ICMP,60,15298.0,40,128,DDOS-Attack
ICMP,60,9078.5,25,64,DDOS-Attack
TCP,1316,228.7,7,255,Normal
UDP,60,13978.2,41,128,DDOS-Attack
TCP,377,286.9,2,128,Normal
ICMP,60,3985.6,15,128,DDOS-Attack
ICMP,60,11024.7,21,64,DDOS-Attack
TCP,363,427.5,5,255,Normal
UDP,60,19632.1,39,64,DDOS-Attack
TCP,107,114.5,7,64,Normal
TCP,729,464.2,7,255,Normal
UDP,1343,444.3,2,128,Normal
UDP,81,196.9,8,255,Normal
TCP,1476,13.2,8,64,Normal
TCP,294,347.9,8,128,Normal
UDP,1253,203.6,4,128,Normal
TCP,851,400.5,4,128,Normal
UDP,317,250.4,8,128,Normal
ICMP,60,1725.7,49,128,DDOS-Attack
TCP,104,18.7,8,64,Normal
TCP,368,180.3,4,128,Normal
TCP,348,328.8,2,64,Normal
ICMP,60,16130.1,42,128,DDOS-Attack
ICMP,60,27044.8,47,64,DDOS-Attack
TCP,654,213.9,4,64,Normal
TCP,391,219.9,4,255,Normal
ICMP,60,8048.3,16,64,DDOS-Attack
TCP,656,195.6,7,128,Normal
TCP,105,325.3,2,128,Normal
ICMP,60,11226.3,42,64,DDOS-Attack
ICMP,729,254.6,5,64,Normal
UDP,1068,250.1,8,128,Normal
ICMP,60,1478.9,49,128,DDOS-Attack
TCP,64,24499.9,49,64,DDOS-Attack
TCP,863,51.0,6,255,Normal
UDP,1201,182.2,6,64,Normal
ICMP,60,25411.1,20,64,DDOS-Attack
UDP,452,424.8,1,128,Normal
ICMP,574,74.7,2,255,Normal
UDP,512,7922.2,36,128,DDOS-Attack
UDP,323,442.8,3,128,Normal
UDP,456,36.7,3,64,Normal
TCP,1328,49.3,3,128,Normal
ICMP,60,7617.1,20,64,DDOS-Attack
ICMP,60,29992.7,14,64,DDOS-Attack
