timestamp,src_ip,protocol,pkt_len,pkt_rate,pkt_count,ip_ttl,label
1755265368.883614,192.168.251.26,TCP,1437,429.1,2,64,Normal
1755289355.354575,192.168.197.41,UDP,1047,438.6,5,255,Normal
1755280914.499595,192.168.211.72,ICMP,98,90.5,3,64,Normal
1755282941.634313,192.168.160.1,UDP,475,190.2,5,128,Normal
1755265501.173645,192.168.208.229,UDP,1070,103.5,2,255,Normal
1755263832.76683,192.168.37.221,HTTPS,738,441.5,1,128,Normal
1755263337.963517,10.0.5.1,ICMP,60,3787.8,11,64,DDOS-Attack
1755280852.031628,192.168.73.29,UDP,71,254.4,2,128,Normal
1755267704.695205,192.168.6.218,ICMP,98,98.8,2,255,Normal
1755290653.382931,192.168.76.7,UDP,1431,349.9,3,128,Normal
1755264753.333486,192.168.45.241,TCP,613,335.5,5,64,Normal
1755286562.061945,192.168.85.45,UDP,722,305.5,3,128,Normal
1755268026.982285,192.168.254.92,UDP,374,95.9,1,255,Normal
1755284917.044269,192.168.238.77,UDP,1219,408.9,1,255,Normal
1755266533.411939,192.168.145.154,UDP,859,248.2,4,64,Normal
1755291260.999773,192.168.168.88,HTTP,161,430.8,5,64,Normal
1755289181.550229,192.168.217.114,HTTP,837,386.9,5,64,Normal
1755270569.792216,192.168.253.139,UDP,396,324.7,1,128,Normal
1755282934.540039,192.168.136.181,ICMP,60,90.3,3,64,Normal
1755274974.436968,192.168.214.82,HTTPS,256,480.5,5,128,Normal
1755273491.492837,192.168.114.12,ICMP,98,76.8,4,128,Normal
1755267056.33423,192.168.68.10,TCP,1375,315.8,3,128,Normal
1755283629.245662,192.168.4.206,TCP,177,268.1,4,128,Normal
1755289277.128918,192.168.59.92,HTTPS,841,103.4,5,64,Normal
1755286191.629308,192.168.83.133,HTTP,853,253.2,5,64,Normal
1755289383.670628,192.168.11.12,HTTP,940,449.7,4,64,Normal
1755271124.43555,192.168.144.156,HTTPS,654,457.6,2,64,Normal
1755266209.276406,192.168.142.175,ICMP,60,2.1,3,64,Normal
1755263338.54436,10.0.3.3,ICMP,60,5897.2,17,64,DDOS-Attack
1755268591.062676,192.168.85.172,HTTPS,1394,42.1,4,255,Normal
1755287785.670972,192.168.57.60,ICMP,60,79.7,2,64,Normal
1755263644.154834,192.168.46.114,ICMP,84,63.3,5,64,Normal
1755282064.235356,192.168.197.98,UDP,1463,185.9,4,128,Normal
1755278313.068926,192.168.90.252,HTTPS,785,360.2,2,128,Normal
1755266763.462605,192.168.181.198,HTTPS,1124,142.1,1,255,Normal
1755269667.746012,192.168.254.54,UDP,1167,275.6,3,128,Normal
1755269067.437027,192.168.164.57,UDP,1189,202.1,1,255,Normal
1755272002.368512,192.168.140.188,HTTPS,205,234.4,5,128,Normal
1755272152.207186,192.168.250.110,ICMP,84,66.2,1,128,Normal
1755270032.318556,192.168.40.23,TCP,1401,187.0,5,128,Normal
1755277894.045734,192.168.83.189,HTTP,1175,291.9,4,128,Normal
1755282347.444416,192.168.38.58,UDP,974,368.3,5,128,Normal
1755263498.747324,192.168.206.82,HTTPS,846,99.5,2,128,Normal
1755283954.606091,192.168.158.5,HTTPS,1469,373.2,4,255,Normal
1755275162.730336,192.168.84.123,HTTP,791,357.6,4,255,Normal
1755271504.792461,192.168.106.38,UDP,184,433.8,5,255,Normal
1755265738.106954,192.168.114.57,ICMP,84,90.8,3,64,Normal
1755269490.872897,192.168.162.116,UDP,213,496.5,1,128,Normal
1755287781.358478,192.168.141.68,HTTP,485,494.7,5,255,Normal
1755277053.54453,192.168.206.66,HTTP,994,197.4,3,255,Normal
1755265325.405449,192.168.74.5,TCP,1378,77.3,1,255,Normal
1755264699.795228,192.168.173.56,ICMP,98,53.9,5,64,Normal
1755271667.709891,192.168.225.167,UDP,867,187.6,3,64,Normal
1755285770.008766,192.168.216.167,HTTP,1424,265.8,1,64,Normal
1755279287.125926,192.168.184.26,HTTPS,1224,250.4,3,128,Normal
1755285697.265502,192.168.37.158,ICMP,60,55.1,3,255,Normal
1755289935.423743,192.168.17.134,UDP,217,226.4,1,64,Normal
1755278730.118204,192.168.183.245,ICMP,84,91.2,4,128,Normal
1755284460.895919,192.168.158.37,ICMP,60,12.6,2,255,Normal
1755272393.737751,192.168.214.60,ICMP,84,46.8,4,64,Normal
1755263339.199975,10.0.1.4,ICMP,60,33472.2,20,64,DDOS-Attack
1755275241.811156,192.168.128.165,ICMP,84,18.1,3,255,Normal
1755277058.400343,192.168.37.58,UDP,163,177.7,2,128,Normal
1755263339.231767,10.0.2.2,ICMP,60,42480.9,15,64,DDOS-Attack
1755278471.33827,192.168.202.32,UDP,1242,424.1,1,128,Normal
1755272644.613658,192.168.138.195,HTTPS,1295,476.0,3,255,Normal
1755279075.263807,192.168.132.115,HTTPS,1254,67.6,2,128,Normal
1755288645.711459,192.168.158.161,UDP,659,403.2,3,64,Normal
1755273091.133304,192.168.122.209,TCP,1201,450.2,5,64,Normal
1755265599.039824,192.168.119.230,ICMP,98,69.2,3,128,Normal
1755288473.568153,192.168.223.60,UDP,554,317.0,3,64,Normal
1755271526.282226,192.168.108.54,TCP,521,353.2,1,255,Normal
1755271261.102374,192.168.176.240,ICMP,98,96.6,2,255,Normal
1755263337.248056,10.0.2.4,ICMP,60,22488.0,15,64,DDOS-Attack
1755286817.403624,192.168.214.19,HTTPS,356,418.0,3,64,Normal
1755285410.978687,192.168.103.50,UDP,732,285.9,3,255,Normal
1755278995.118695,192.168.120.231,HTTPS,620,315.0,2,128,Normal
1755289889.75795,192.168.11.240,HTTPS,254,61.5,5,64,Normal
1755279143.454904,192.168.154.246,ICMP,84,57.1,4,255,Normal
1755291496.885402,192.168.199.191,TCP,554,65.7,3,255,Normal
1755288812.471399,192.168.129.139,HTTP,102,245.5,1,255,Normal
1755273096.659158,192.168.55.103,TCP,322,215.0,5,255,Normal
1755285319.927829,192.168.4.123,UDP,1227,497.9,5,64,Normal
1755288950.866588,192.168.27.251,ICMP,60,13.7,1,255,Normal
1755274338.37434,192.168.247.101,TCP,1205,415.1,1,128,Normal
1755282994.283086,192.168.131.195,HTTP,160,98.3,3,128,Normal
1755270393.799921,192.168.185.154,TCP,1485,61.9,1,128,Normal
1755267129.731941,192.168.155.81,ICMP,84,58.4,1,64,Normal
1755275147.08824,192.168.19.123,TCP,135,68.2,4,255,Normal
1755283870.862597,192.168.25.163,UDP,1407,256.9,1,255,Normal
1755289272.320518,192.168.190.185,TCP,279,390.0,4,255,Normal
1755277927.791987,192.168.189.242,HTTPS,1210,139.5,1,128,Normal
1755287471.048599,192.168.249.165,HTTPS,1143,184.0,4,255,Normal
1755282873.352685,192.168.12.57,HTTP,661,179.2,4,128,Normal
1755270152.297169,192.168.98.170,UDP,370,322.6,3,128,Normal
1755270610.157542,192.168.32.194,TCP,823,453.1,5,64,Normal
1755287654.578732,192.168.147.39,HTTPS,579,331.9,1,128,Normal
1755264636.87722,192.168.64.31,HTTP,218,149.3,2,64,Normal
1755278357.706042,192.168.62.90,TCP,564,110.7,3,255,Normal
1755263337.155985,10.0.3.2,ICMP,60,6803.7,13,64,DDOS-Attack
1755274134.45528,192.168.186.242,ICMP,60,34.2,2,255,Normal
1755280995.928191,192.168.190.206,HTTP,478,275.6,3,255,Normal
1755270601.622132,192.168.59.192,HTTP,1120,10.2,1,64,Normal
1755272460.747934,192.168.148.4,UDP,70,63.9,4,64,Normal
1755269541.332476,192.168.24.130,ICMP,60,33.8,1,64,Normal
1755272352.121636,192.168.125.67,TCP,757,148.3,3,64,Normal
1755280131.721537,192.168.89.108,HTTPS,158,197.1,5,128,Normal
1755268342.840709,192.168.221.16,HTTP,307,109.7,3,64,Normal
1755277161.946961,192.168.238.174,HTTP,1251,328.3,4,255,Normal
1755279255.536857,192.168.211.13,ICMP,98,31.2,3,64,Normal
1755264691.22909,192.168.73.71,HTTPS,506,458.8,3,255,Normal
1755274263.491618,192.168.71.115,ICMP,84,17.1,3,255,Normal
1755268827.543526,192.168.197.94,TCP,507,228.9,3,128,Normal
1755282274.074406,192.168.167.141,TCP,868,55.1,4,128,Normal
1755274508.216622,192.168.154.90,TCP,903,471.2,1,255,Normal
1755267092.758607,192.168.45.66,HTTP,250,359.4,5,64,Normal
1755290795.622923,192.168.151.103,TCP,1130,324.1,4,128,Normal
1755263339.445739,10.0.5.4,ICMP,60,32782.2,23,64,DDOS-Attack
1755289576.311185,192.168.104.64,HTTPS,1258,317.8,2,255,Normal
1755280389.837169,192.168.215.52,UDP,383,168.7,5,128,Normal
1755285212.584365,192.168.153.140,UDP,738,36.1,4,64,Normal
1755268976.30732,192.168.74.249,HTTPS,560,439.1,3,64,Normal
1755277352.316328,192.168.232.13,UDP,650,354.1,3,128,Normal
1755269463.471484,192.168.152.66,HTTP,1476,133.3,1,128,Normal
1755287384.592257,192.168.221.192,UDP,1126,343.5,2,128,Normal
1755272495.292618,192.168.46.244,HTTP,472,307.7,5,128,Normal
1755282602.501006,192.168.37.4,ICMP,98,33.1,4,255,Normal
1755284465.384836,192.168.204.10,UDP,770,183.2,4,64,Normal
1755279425.043144,192.168.249.16,UDP,1152,412.4,4,255,Normal
1755288660.460041,192.168.222.96,HTTPS,304,390.3,4,255,Normal
1755272841.613642,192.168.208.78,HTTP,1416,475.9,4,128,Normal
1755289489.157462,192.168.142.128,TCP,709,320.6,4,255,Normal
1755277288.995043,192.168.231.141,UDP,455,306.6,3,255,Normal
1755266609.971565,192.168.218.97,ICMP,60,48.4,3,64,Normal
1755287179.536908,192.168.166.199,HTTP,681,147.0,1,128,Normal
1755284220.876759,192.168.9.238,UDP,324,499.9,2,128,Normal
1755265413.914345,192.168.141.125,ICMP,98,43.4,4,64,Normal
1755263338.067065,10.0.1.4,ICMP,60,28039.2,29,64,DDOS-Attack
1755267237.005176,192.168.252.194,HTTPS,1018,251.5,2,128,Normal
1755285271.449678,192.168.111.228,UDP,899,29.2,5,255,Normal
1755289860.767083,192.168.84.187,UDP,840,236.9,3,128,Normal
1755275789.775798,192.168.53.197,TCP,726,184.8,2,255,Normal
1755267634.431433,192.168.82.39,UDP,970,222.0,5,128,Normal
1755263338.807872,10.0.4.5,ICMP,60,7351.7,10,64,DDOS-Attack
1755269307.437965,192.168.6.8,UDP,250,209.8,2,255,Normal
1755284419.892877,192.168.36.208,UDP,363,182.0,4,128,Normal
1755274880.713523,192.168.6.164,TCP,1120,127.3,2,128,Normal
1755287662.715365,192.168.95.121,ICMP,60,5.9,4,255,Normal
1755280082.809399,192.168.96.222,HTTPS,1488,469.4,4,64,Normal
1755263338.24289,10.0.5.4,ICMP,60,34601.5,23,64,DDOS-Attack
1755281250.682853,192.168.45.132,ICMP,60,73.9,2,64,Normal
1755280069.253242,192.168.233.133,HTTP,1196,53.9,4,128,Normal
1755265972.014742,192.168.80.160,HTTP,1090,292.2,4,64,Normal
1755290747.618894,192.168.55.161,HTTPS,515,497.6,3,64,Normal
1755278320.341834,192.168.35.136,HTTP,396,187.4,2,128,Normal
1755277092.521519,192.168.224.19,UDP,402,333.7,5,64,Normal
1755263559.351115,192.168.96.4,ICMP,84,28.8,2,255,Normal
1755263337.840484,10.0.2.2,ICMP,60,17077.4,14,64,DDOS-Attack
1755281651.260979,192.168.226.200,TCP,508,42.2,5,64,Normal
1755265425.925104,192.168.235.124,TCP,82,333.4,3,128,Normal
1755268886.191521,192.168.118.67,ICMP,98,84.3,5,128,Normal
1755286497.290128,192.168.10.25,ICMP,60,54.9,5,128,Normal
1755271160.102462,192.168.97.17,TCP,376,372.9,5,128,Normal
1755269380.019967,192.168.38.245,HTTP,1327,261.0,2,128,Normal
1755273577.507708,192.168.232.152,UDP,1423,446.9,2,128,Normal
1755286359.129248,192.168.220.147,ICMP,84,73.4,3,255,Normal
1755274070.541989,192.168.94.90,HTTP,1157,2.3,2,64,Normal
1755278481.456214,192.168.23.224,TCP,1343,196.0,4,64,Normal
1755265941.823597,192.168.113.6,UDP,1267,53.1,4,255,Normal
1755279702.402768,192.168.120.146,HTTP,318,12.1,5,255,Normal
1755265217.35202,192.168.180.100,HTTP,900,1.0,2,64,Normal
1755282787.37959,192.168.190.214,TCP,204,48.3,4,64,Normal
1755288863.025081,192.168.69.116,ICMP,84,44.5,2,64,Normal
1755286498.360163,192.168.229.161,HTTPS,615,7.0,5,128,Normal
1755279777.571928,192.168.205.217,ICMP,84,78.1,2,64,Normal
1755286380.545166,192.168.205.32,HTTP,481,476.4,4,255,Normal
1755267172.111059,192.168.69.29,TCP,1482,104.0,4,64,Normal
1755285577.965846,192.168.219.170,HTTPS,895,457.6,3,64,Normal
1755288795.041495,192.168.165.206,TCP,1378,72.9,2,64,Normal
1755273976.264939,192.168.63.119,HTTPS,355,439.7,4,128,Normal
1755288966.661533,192.168.86.198,TCP,740,260.5,1,128,Normal
1755269337.93836,192.168.40.148,ICMP,84,34.8,1,255,Normal
1755264774.609309,192.168.242.88,TCP,652,354.7,1,64,Normal
1755266111.320662,192.168.43.167,HTTP,373,486.5,3,255,Normal
1755280500.400281,192.168.187.211,HTTPS,771,38.2,2,128,Normal
1755281066.130042,192.168.103.100,ICMP,60,5.0,3,64,Normal
1755272037.26363,192.168.56.63,TCP,1483,276.5,2,64,Normal
1755286208.362861,192.168.13.166,UDP,431,122.2,2,255,Normal
1755263338.087851,10.0.3.5,ICMP,60,35807.6,26,64,DDOS-Attack
1755271613.571823,192.168.236.90,TCP,780,331.7,2,128,Normal
1755264509.804432,192.168.232.41,UDP,502,483.1,5,255,Normal
1755288216.372205,192.168.96.53,UDP,912,83.8,2,255,Normal
1755280597.669092,192.168.84.107,HTTPS,498,400.4,1,64,Normal
1755274525.334402,192.168.42.149,UDP,725,179.0,5,64,Normal
1755283054.786134,192.168.130.71,HTTP,1320,168.8,2,64,Normal
1755280932.879485,192.168.108.198,UDP,309,375.4,1,128,Normal
1755286520.91771,192.168.102.213,HTTP,730,94.2,4,64,Normal
1755276657.355591,192.168.2.81,ICMP,60,9.7,5,128,Normal
1755276880.259659,192.168.66.29,TCP,768,273.7,2,64,Normal
1755282003.636259,192.168.69.115,TCP,1302,374.8,1,128,Normal
1755282118.79211,192.168.72.149,ICMP,84,84.3,1,128,Normal
1755279485.162698,192.168.141.9,TCP,1132,30.1,4,128,Normal
1755263826.534343,192.168.164.156,TCP,110,47.6,5,64,Normal
1755278970.447906,192.168.4.55,UDP,554,320.8,5,64,Normal
1755263338.448408,10.0.5.2,ICMP,60,42233.0,24,64,DDOS-Attack
1755291466.405195,192.168.8.176,HTTP,912,77.8,4,128,Normal
1755287145.892659,192.168.245.105,UDP,1304,126.3,5,128,Normal
1755268814.504824,192.168.5.218,ICMP,98,76.9,1,64,Normal
1755269091.284645,192.168.223.99,TCP,1334,416.0,1,255,Normal
1755290439.535416,192.168.108.178,HTTPS,1487,460.7,2,64,Normal
1755264499.840525,192.168.131.187,HTTPS,176,382.9,5,64,Normal
1755291487.766382,192.168.235.90,HTTP,879,454.3,1,64,Normal
1755263338.903066,10.0.5.2,ICMP,60,34249.2,22,64,DDOS-Attack
1755286288.623838,192.168.143.49,HTTP,1156,229.7,1,128,Normal
1755271857.554152,192.168.83.96,TCP,201,67.9,1,255,Normal
1755280743.399966,192.168.183.210,HTTPS,1412,425.2,2,255,Normal
1755269316.713924,192.168.76.125,TCP,995,320.1,2,255,Normal
1755269894.004955,192.168.11.82,ICMP,98,37.0,2,64,Normal
1755285541.376411,192.168.73.22,ICMP,60,83.3,3,64,Normal
1755276132.650192,192.168.133.87,HTTP,190,73.1,3,255,Normal
1755263337.443339,10.0.1.1,ICMP,60,2350.4,21,64,DDOS-Attack
1755277396.450604,192.168.51.85,UDP,984,436.9,4,128,Normal
1755279038.289123,192.168.14.248,HTTP,627,336.9,5,64,Normal
1755276923.361579,192.168.244.150,HTTPS,1116,475.1,2,255,Normal
1755274029.888168,192.168.220.158,HTTP,1430,462.9,4,64,Normal
1755263465.743129,192.168.129.219,HTTPS,1238,474.6,4,64,Normal
1755264360.719077,192.168.209.195,UDP,459,427.7,5,128,Normal
1755287846.023362,192.168.107.202,HTTPS,998,241.5,5,128,Normal
1755268562.13851,192.168.231.236,UDP,419,184.8,2,128,Normal
1755285514.236298,192.168.179.100,HTTPS,357,269.3,2,128,Normal
1755274804.287046,192.168.175.192,TCP,875,414.8,4,128,Normal
1755268002.619234,192.168.235.165,HTTPS,393,432.8,1,255,Normal
1755264024.18086,192.168.227.127,ICMP,60,11.4,4,255,Normal
1755269311.923227,192.168.249.109,HTTP,820,499.0,4,255,Normal
1755269780.799965,192.168.238.54,ICMP,98,52.7,4,255,Normal
1755273626.837014,192.168.136.195,UDP,634,334.3,3,64,Normal
1755290329.467973,192.168.42.104,HTTP,117,322.1,2,255,Normal
1755286791.843901,192.168.209.36,ICMP,60,57.3,5,255,Normal
1755279474.976149,192.168.98.77,UDP,302,235.4,4,128,Normal
1755278528.036076,192.168.75.4,HTTP,1270,33.7,4,64,Normal
1755263338.419851,10.0.1.4,ICMP,60,28522.2,28,64,DDOS-Attack
1755265581.876814,192.168.231.171,HTTPS,761,449.2,3,255,Normal
1755265409.638066,192.168.176.82,HTTP,538,59.2,5,64,Normal
1755267112.561099,192.168.14.127,ICMP,60,34.3,5,64,Normal
1755289192.861158,192.168.73.180,UDP,1429,237.2,2,64,Normal
1755289754.772124,192.168.221.46,HTTP,115,18.7,1,128,Normal
1755281496.82985,192.168.52.201,ICMP,98,28.9,5,255,Normal
1755282191.143695,192.168.129.41,UDP,1026,97.2,3,128,Normal
1755281220.47485,192.168.171.48,ICMP,84,78.6,3,128,Normal
1755276815.504837,192.168.242.69,ICMP,98,91.9,2,128,Normal
1755285700.927606,192.168.169.161,UDP,1286,188.6,5,128,Normal
1755271281.518308,192.168.58.91,UDP,1010,478.2,4,255,Normal
1755263338.033355,10.0.5.1,ICMP,60,9482.2,22,64,DDOS-Attack
1755267562.336937,192.168.99.51,ICMP,98,36.2,5,64,Normal
1755287376.386244,192.168.185.215,UDP,525,208.3,2,64,Normal
1755271646.604807,192.168.80.153,ICMP,84,96.8,1,64,Normal
1755274297.286737,192.168.25.250,HTTPS,848,460.2,3,128,Normal
1755266416.986391,192.168.32.58,HTTP,955,289.5,2,64,Normal
1755275434.608732,192.168.23.34,HTTPS,1073,287.7,1,255,Normal
1755276708.877641,192.168.187.167,UDP,1267,65.0,1,255,Normal
1755277640.880686,192.168.111.144,HTTP,492,229.2,5,64,Normal
1755281281.272438,192.168.223.29,TCP,1040,442.6,2,128,Normal
1755270699.305179,192.168.95.27,UDP,963,113.9,3,64,Normal
1755263337.537511,10.0.5.4,ICMP,60,36450.3,26,64,DDOS-Attack
1755288945.930605,192.168.109.126,HTTPS,651,186.8,3,128,Normal
1755289684.063955,192.168.19.18,HTTPS,297,216.0,1,64,Normal
1755266628.325087,192.168.36.46,ICMP,60,11.4,4,255,Normal
1755277313.252095,192.168.51.129,UDP,403,28.8,3,128,Normal
1755263338.711539,10.0.3.1,ICMP,60,11229.1,26,64,DDOS-Attack
1755277643.083791,192.168.148.189,HTTP,1129,315.8,2,128,Normal
1755281103.647415,192.168.3.189,UDP,1411,269.9,1,128,Normal
1755276130.022103,192.168.166.154,HTTP,163,445.7,3,255,Normal
1755289377.373529,192.168.161.32,TCP,920,59.6,5,128,Normal
1755290369.358244,192.168.145.246,HTTPS,830,146.4,2,255,Normal
1755276762.112705,192.168.97.102,HTTP,837,388.8,1,64,Normal
1755270191.435731,192.168.56.233,TCP,1378,326.3,2,255,Normal
1755290163.154378,192.168.88.29,ICMP,60,30.8,3,255,Normal
1755267087.895739,192.168.238.178,HTTPS,71,153.8,3,64,Normal
1755273043.561775,192.168.49.204,HTTPS,1334,161.2,4,64,Normal
1755278597.96275,192.168.160.118,UDP,396,229.9,1,128,Normal
1755274841.945933,192.168.27.152,HTTPS,1412,284.1,3,128,Normal
1755267934.532083,192.168.84.82,HTTPS,1235,468.0,4,128,Normal
1755289110.924848,192.168.96.170,ICMP,60,12.7,3,64,Normal
1755264016.602328,192.168.124.82,HTTP,1282,127.8,2,255,Normal
1755275592.986255,192.168.204.12,HTTP,531,173.6,3,64,Normal
1755266817.545627,192.168.194.222,HTTP,500,485.2,2,255,Normal
1755268951.758947,192.168.161.54,TCP,803,173.9,3,128,Normal
1755291535.119404,192.168.191.40,HTTP,510,490.0,5,64,Normal
1755280174.320833,192.168.183.70,TCP,389,411.7,2,255,Normal
1755273467.63272,192.168.6.160,HTTPS,818,101.6,2,64,Normal
1755271127.19717,192.168.36.251,TCP,1481,196.5,3,64,Normal
1755265259.810617,192.168.81.120,HTTPS,643,322.9,3,64,Normal
1755271031.747767,192.168.245.173,TCP,1082,244.4,3,128,Normal
1755280385.232064,192.168.129.251,HTTPS,781,364.4,4,128,Normal
1755287110.989161,192.168.177.83,ICMP,98,84.0,5,64,Normal
1755272584.821253,192.168.21.194,HTTPS,80,183.0,1,255,Normal
1755291010.75978,192.168.156.54,TCP,627,58.3,1,255,Normal
1755264451.466568,192.168.162.57,HTTPS,563,194.2,3,255,Normal
1755290812.790538,192.168.132.70,HTTP,784,173.5,5,64,Normal
1755273706.653478,192.168.223.163,ICMP,60,69.4,5,255,Normal
1755274487.987126,192.168.136.221,HTTP,1453,159.2,3,255,Normal
1755275768.776309,192.168.31.30,ICMP,84,30.1,5,64,Normal
1755288495.169998,192.168.118.245,HTTPS,514,237.0,1,64,Normal
1755265954.37452,192.168.100.81,UDP,426,421.2,2,128,Normal
1755270701.647437,192.168.30.8,TCP,112,332.0,4,128,Normal
1755276703.487324,192.168.142.157,ICMP,84,16.9,3,64,Normal
1755267169.63824,192.168.108.148,TCP,372,307.3,3,255,Normal
1755282651.796524,192.168.64.30,UDP,461,467.2,5,255,Normal
1755279477.632351,192.168.236.45,TCP,270,61.4,5,64,Normal
1755288404.177408,192.168.32.18,HTTPS,589,124.8,3,64,Normal
1755283241.926995,192.168.123.6,TCP,729,375.8,5,255,Normal
1755284442.984507,192.168.247.142,UDP,1230,358.8,2,128,Normal
1755279696.760143,192.168.198.4,HTTPS,1252,73.8,3,64,Normal
1755271487.893995,192.168.177.174,HTTPS,964,274.7,2,128,Normal
1755280387.018732,192.168.70.140,HTTP,1455,420.0,2,255,Normal
1755279361.977012,192.168.129.33,UDP,407,37.7,2,255,Normal
1755283724.660001,192.168.19.141,HTTPS,830,32.4,2,128,Normal
1755263996.62664,192.168.85.3,TCP,887,195.2,5,64,Normal
1755269386.361653,192.168.185.112,TCP,1089,451.6,2,128,Normal
1755285519.172723,192.168.251.216,UDP,630,381.6,3,64,Normal
1755284727.624251,192.168.246.151,TCP,1317,184.2,5,255,Normal
1755263337.528951,10.0.3.4,ICMP,60,25518.1,21,64,DDOS-Attack
1755291678.61466,192.168.222.209,TCP,147,165.1,2,64,Normal
1755279161.563031,192.168.246.232,HTTP,1050,96.5,4,128,Normal
1755287316.078662,192.168.143.22,UDP,669,304.1,1,255,Normal
1755268700.638173,192.168.161.32,TCP,706,115.5,1,128,Normal
1755266501.070091,192.168.68.151,HTTPS,350,454.7,2,64,Normal
1755281204.409806,192.168.112.161,HTTP,764,279.7,5,255,Normal
1755288537.746585,192.168.47.111,TCP,1396,424.9,1,64,Normal
1755276941.204675,192.168.143.100,TCP,1085,388.9,2,255,Normal
1755277417.455681,192.168.122.85,ICMP,84,49.9,1,64,Normal
1755289616.878316,192.168.135.253,HTTPS,885,148.6,1,128,Normal
1755263337.658564,10.0.1.4,ICMP,60,11409.4,18,64,DDOS-Attack
1755264975.595369,192.168.140.108,TCP,876,12.8,2,64,Normal
1755266318.366923,192.168.224.181,HTTP,432,346.3,5,128,Normal
1755289144.661024,192.168.19.224,HTTPS,317,128.0,4,64,Normal
1755269521.143174,192.168.103.56,TCP,450,126.5,3,128,Normal
1755285625.054165,192.168.13.186,TCP,772,148.0,2,128,Normal
1755263337.194745,10.0.3.5,ICMP,60,10815.0,10,64,DDOS-Attack
1755274282.075957,192.168.230.8,ICMP,60,57.6,4,255,Normal
1755277830.794985,192.168.18.62,UDP,154,77.0,5,128,Normal
1755267501.066087,192.168.175.135,HTTP,286,190.5,2,128,Normal
1755291622.95407,192.168.40.212,UDP,1316,120.0,3,64,Normal
1755263650.902244,192.168.175.152,HTTP,647,199.3,3,64,Normal
1755282683.247435,192.168.219.181,HTTPS,666,185.1,4,255,Normal
1755280352.240664,192.168.223.130,UDP,1343,482.8,4,255,Normal
1755280554.870683,192.168.211.165,TCP,770,318.8,3,255,Normal
1755286864.649409,192.168.215.15,ICMP,60,38.2,2,64,Normal
1755264165.454392,192.168.22.103,HTTP,1134,158.0,5,255,Normal
1755264678.485191,192.168.123.37,UDP,1187,485.8,2,128,Normal
1755275631.90963,192.168.107.38,HTTPS,669,190.9,4,255,Normal
1755267282.960998,192.168.237.21,UDP,1139,66.1,3,128,Normal
1755273171.417896,192.168.176.29,ICMP,84,71.8,3,128,Normal
1755279531.589258,192.168.113.252,HTTP,591,72.8,5,64,Normal
1755279699.255816,192.168.213.153,TCP,1346,221.1,2,255,Normal
1755282528.010927,192.168.2.79,HTTP,799,207.3,2,64,Normal
1755279895.390261,192.168.116.57,UDP,365,187.5,3,255,Normal
1755286588.465419,192.168.161.105,HTTP,829,262.4,2,255,Normal
1755266367.700632,192.168.22.57,HTTP,796,451.2,2,64,Normal
1755280053.066536,192.168.74.249,UDP,497,462.2,2,255,Normal
1755279526.064775,192.168.109.208,UDP,178,284.1,4,255,Normal
1755270557.680249,192.168.184.161,ICMP,98,39.0,4,255,Normal
1755269602.119688,192.168.29.172,ICMP,98,72.3,5,64,Normal
1755270058.98815,192.168.137.127,UDP,929,11.5,5,128,Normal
1755266114.358498,192.168.250.21,HTTP,1302,87.5,2,64,Normal
1755268019.477408,192.168.95.181,ICMP,84,85.1,1,255,Normal
1755285330.589112,192.168.227.201,HTTPS,354,388.1,5,128,Normal
1755281452.916601,192.168.9.151,HTTPS,434,399.2,1,128,Normal
1755290940.124325,192.168.221.90,ICMP,60,40.6,3,64,Normal
1755279597.517879,192.168.172.80,TCP,1196,450.1,4,64,Normal
1755266819.491717,192.168.241.47,HTTP,882,483.5,5,255,Normal
1755275039.356892,192.168.233.1,HTTP,1336,119.1,2,128,Normal
1755276974.761355,192.168.138.126,TCP,1372,307.6,1,128,Normal
1755263337.910292,10.0.1.5,ICMP,60,30866.6,18,64,DDOS-Attack
1755288060.92377,192.168.140.210,UDP,1160,141.1,4,64,Normal
1755268401.140262,192.168.95.40,HTTPS,182,423.0,3,255,Normal
1755288566.735717,192.168.152.60,UDP,1379,134.1,4,255,Normal
1755284285.435178,192.168.151.108,UDP,1035,410.3,5,255,Normal
1755266742.321846,192.168.26.204,ICMP,98,88.6,2,64,Normal
1755267979.114696,192.168.62.61,ICMP,98,53.7,5,64,Normal
1755276186.331867,192.168.47.84,HTTP,537,399.1,1,64,Normal
1755284491.624923,192.168.47.57,HTTPS,451,459.3,5,64,Normal
1755263637.951608,192.168.199.206,ICMP,98,67.7,4,64,Normal
1755270025.909405,192.168.140.108,UDP,1488,316.9,3,128,Normal
1755269785.338667,192.168.62.234,UDP,860,286.9,2,128,Normal
1755287814.089632,192.168.146.185,HTTPS,876,437.2,1,255,Normal
1755285159.253506,192.168.172.35,HTTP,703,75.9,3,128,Normal
1755270427.944023,192.168.73.242,ICMP,84,35.1,3,128,Normal
1755284007.375984,192.168.183.59,ICMP,60,2.2,3,255,Normal
1755279584.329463,192.168.87.74,UDP,888,128.1,1,64,Normal
1755280210.762142,192.168.241.54,UDP,1099,434.7,4,64,Normal
1755279017.303486,192.168.63.152,UDP,880,305.7,5,64,Normal
1755268531.249456,192.168.234.175,HTTPS,1236,460.4,4,128,Normal
1755288895.781144,192.168.14.48,HTTP,112,257.2,5,64,Normal
