ip.src,ip.dst,icmp.type,frame.time_delta,frame.len,ip.ttl,protocol,ip.len,label
192.168.232.87,192.168.47.122,,0.257712823,1182,64,TCP,1192,Normal
192.168.127.248,192.168.129.222,,0.291449079,541,32,ARP,557,Normal
192.168.14.52,192.168.149.246,11,0.779536858,982,255,ICMP,994,Normal
192.168.167.118,192.168.19.224,,0.417532995,1435,255,ARP,1438,Normal
192.168.227.202,192.168.131.197,,0.77287163,376,255,TCP,379,Normal
192.168.67.152,192.168.95.222,11,0.121847724,157,32,ICMP,169,Normal
192.168.51.181,192.168.59.189,,0.644805368,390,255,TCP,405,Normal
192.168.246.18,192.168.169.226,,0.942203655,155,64,UDP,174,Normal
192.168.237.43,192.168.187.102,,0.29739453,158,32,ARP,171,Normal
192.168.160.176,192.168.213.96,,0.484058579,712,64,ARP,719,Normal
192.168.150.41,192.168.113.104,,0.165217047,1306,255,UDP,1316,Normal
192.168.27.8,192.168.175.204,,0.537749401,446,32,ARP,447,Normal
192.168.38.245,192.168.120.165,8,0.132967121,339,64,ICMP,340,Normal
192.168.104.121,192.168.244.94,,0.05748425,137,128,TCP,141,Normal
192.168.86.74,192.168.237.51,,0.279232846,196,128,TCP,206,Normal
192.168.89.205,192.168.190.178,,0.734444441,439,128,ARP,445,Normal
192.168.69.210,192.168.249.29,11,0.048164402,737,32,ICMP,737,Normal
192.168.121.14,192.168.74.15,,0.075430046,693,32,UDP,708,Normal
192.168.5.159,192.168.15.253,,0.836632982,517,128,ARP,537,Normal
192.168.161.97,192.168.84.161,0,0.805702944,290,128,ICMP,299,Normal
192.168.145.203,192.168.59.201,,0.719733678,1302,64,UDP,1313,Normal
192.168.42.235,192.168.204.152,,0.883686333,85,128,TCP,89,Normal
192.168.152.152,192.168.68.239,,0.648393871,1055,32,ARP,1067,Normal
192.168.200.141,192.168.75.81,,0.668771873,1123,64,ARP,1135,Normal
192.168.118.145,192.168.214.118,,0.463064714,208,128,ARP,215,Normal
192.168.77.241,192.168.7.210,11,0.863294164,122,64,ICMP,135,Normal
192.168.144.139,192.168.115.157,,0.718201759,324,128,TCP,338,Normal
192.168.6.21,192.168.27.45,,0.639114344,199,32,ARP,202,Normal
192.168.207.173,192.168.97.41,,0.32253315,828,128,UDP,828,Normal
192.168.222.225,192.168.193.55,,0.107211653,485,64,UDP,504,Normal
192.168.102.250,192.168.45.109,8,0.293005028,242,32,ICMP,250,Normal
192.168.129.141,192.168.3.147,,0.332608387,886,255,UDP,891,Normal
192.168.236.24,192.168.57.61,,0.541376439,259,128,UDP,271,Normal
192.168.42.245,192.168.41.21,,0.514459172,471,64,ARP,486,Normal
192.168.12.162,192.168.173.92,,0.4424148,529,64,ARP,544,Normal
192.168.64.164,192.168.0.171,8,0.366152389,466,128,ICMP,468,Normal
192.168.19.51,192.168.125.117,,0.617759768,694,64,ARP,696,Normal
192.168.167.125,192.168.103.74,,0.997647013,825,64,ARP,839,Normal
192.168.161.173,192.168.214.52,,0.311141478,934,32,TCP,946,Normal
192.168.250.39,192.168.180.217,,0.386889437,1184,128,ARP,1197,Normal
192.168.177.79,192.168.37.252,11,0.702166996,1146,32,ICMP,1148,Normal
192.168.248.45,192.168.98.184,,0.440733314,1341,32,ARP,1359,Normal
192.168.229.42,192.168.177.168,,0.135772189,227,64,UDP,234,Normal
192.168.245.104,192.168.240.104,,0.774264299,80,255,TCP,94,Normal
192.168.17.50,192.168.152.130,,0.211744219,667,128,ARP,668,Normal
192.168.196.232,192.168.135.25,0,0.630857299,171,255,ICMP,183,Normal
192.168.208.76,192.168.33.238,0,0.593379893,1132,64,ICMP,1136,Normal
192.168.69.212,192.168.131.201,,0.223122509,247,255,TCP,258,Normal
192.168.48.45,192.168.57.114,8,0.907329149,438,32,ICMP,440,Normal
192.168.79.184,192.168.69.105,,0.649455236,133,64,TCP,143,Normal
192.168.37.27,192.168.18.214,,0.126363566,1106,64,ARP,1108,Normal
192.168.54.51,192.168.15.153,,0.017133302,1454,255,ARP,1461,Normal
192.168.162.157,192.168.93.213,0,0.002320913,1157,64,ICMP,1171,Normal
192.168.212.57,192.168.75.43,0,0.907313057,411,32,ICMP,426,Normal
192.168.20.204,192.168.227.43,,0.326909404,563,32,TCP,572,Normal
192.168.230.160,192.168.144.233,,0.355149513,1138,128,ARP,1153,Normal
192.168.211.120,192.168.225.51,,0.342550867,1034,255,UDP,1049,Normal
192.168.61.248,192.168.44.118,8,0.308168078,569,255,ICMP,589,Normal
192.168.34.99,192.168.127.187,0,0.953921683,455,64,ICMP,467,Normal
192.168.160.212,192.168.155.8,0,0.8144638,230,255,ICMP,236,Normal
192.168.48.152,192.168.156.77,,0.305679725,1382,32,TCP,1383,Normal
192.168.214.81,192.168.232.165,,0.485158355,676,128,ARP,691,Normal
192.168.156.57,192.168.31.134,,0.842510814,1141,128,ARP,1157,Normal
192.168.131.109,192.168.191.205,8,0.926621153,1159,32,ICMP,1163,Normal
192.168.204.163,192.168.228.138,,0.150953707,1092,32,TCP,1094,Normal
192.168.246.206,192.168.105.236,,0.725015897,196,64,ARP,207,Normal
192.168.117.78,192.168.222.173,8,0.932794673,1437,32,ICMP,1457,Normal
192.168.176.110,192.168.137.113,,0.666791373,628,128,TCP,642,Normal
192.168.206.217,192.168.169.31,,0.527396874,699,255,TCP,711,Normal
192.168.203.26,192.168.39.201,8,0.698451947,818,64,ICMP,826,Normal
192.168.92.98,192.168.222.30,,0.153493693,617,128,ARP,631,Normal
192.168.5.75,192.168.163.164,,0.688663169,427,32,ARP,430,Normal
192.168.207.133,192.168.250.68,,0.554811723,1037,32,ARP,1055,Normal
192.168.125.175,192.168.44.23,,0.710114192,1159,32,UDP,1174,Normal
192.168.131.64,192.168.82.189,11,0.186626111,96,32,ICMP,111,Normal
192.168.3.230,192.168.13.100,,0.356469789,1410,64,UDP,1416,Normal
192.168.216.229,192.168.231.127,8,0.366513977,277,255,ICMP,296,Normal
192.168.217.39,192.168.75.32,11,0.628610537,807,255,ICMP,814,Normal
192.168.133.132,192.168.0.98,,0.980850468,605,255,ARP,613,Normal
192.168.225.248,192.168.216.67,,0.717153193,222,64,ARP,233,Normal
192.168.252.200,192.168.59.114,,0.593127556,1389,32,UDP,1396,Normal
192.168.192.112,192.168.37.159,0,0.080342709,703,255,ICMP,710,Normal
192.168.74.240,192.168.48.33,11,0.508978463,934,32,ICMP,945,Normal
192.168.20.94,192.168.183.148,11,0.595736699,1390,32,ICMP,1408,Normal
192.168.1.53,192.168.226.64,,0.872350117,1467,128,TCP,1485,Normal
192.168.91.232,192.168.100.240,0,0.950198594,1328,255,ICMP,1329,Normal
192.168.51.4,192.168.238.136,8,0.511679994,486,255,ICMP,503,Normal
192.168.228.231,192.168.225.179,,0.321640677,314,255,ARP,318,Normal
192.168.238.97,192.168.232.168,,0.229832565,233,255,TCP,243,Normal
192.168.45.11,192.168.253.159,,0.43969314,386,64,UDP,404,Normal
192.168.55.222,192.168.164.68,,0.449769249,1296,128,UDP,1305,Normal
192.168.8.213,192.168.97.38,,0.205438365,90,64,ARP,95,Normal
192.168.200.40,192.168.172.60,8,0.255061639,427,32,ICMP,431,Normal
192.168.199.204,192.168.29.189,,0.866180204,1244,64,ARP,1249,Normal
192.168.146.155,192.168.25.192,0,0.428486031,661,64,ICMP,672,Normal
192.168.91.168,192.168.41.26,,0.528948241,646,64,TCP,649,Normal
192.168.50.236,192.168.253.14,,0.640886074,326,255,ARP,339,Normal
192.168.38.146,192.168.10.55,0,0.923110429,93,32,ICMP,106,Normal
192.168.116.135,192.168.30.234,,0.463416205,169,64,ARP,170,Normal
192.168.242.25,192.168.166.6,,0.222379125,1152,32,ARP,1167,Normal
192.168.140.192,192.168.17.224,,0.284944683,832,64,ARP,832,Normal
192.168.205.227,192.168.158.116,,0.322734291,311,255,UDP,324,Normal
192.168.9.214,192.168.138.56,,0.682531886,725,128,TCP,730,Normal
192.168.153.114,192.168.148.227,,0.457774356,664,128,TCP,679,Normal
192.168.244.172,192.168.130.172,,0.27950412,956,32,ARP,972,Normal
192.168.0.87,192.168.163.188,,0.626797791,1022,255,TCP,1029,Normal
192.168.74.81,192.168.161.136,,0.304193881,354,32,UDP,364,Normal
192.168.162.58,192.168.88.206,,0.179617745,1178,255,UDP,1198,Normal
192.168.166.160,192.168.254.149,11,0.089795696,456,255,ICMP,475,Normal
192.168.127.47,192.168.127.23,,0.091112498,1375,64,TCP,1392,Normal
192.168.167.56,192.168.224.221,,0.167484044,1151,64,UDP,1171,Normal
192.168.156.116,192.168.227.93,,0.659904808,847,64,ARP,863,Normal
192.168.86.125,192.168.178.174,,0.263767858,1471,32,ARP,1480,Normal
192.168.238.94,192.168.88.117,,0.279783758,820,255,TCP,837,Normal
192.168.196.101,192.168.60.178,,0.876185691,1245,255,UDP,1249,Normal
192.168.235.249,192.168.16.39,,0.78259256,563,64,TCP,577,Normal
192.168.23.243,192.168.123.108,,0.809140692,333,32,UDP,338,Normal
192.168.171.115,192.168.46.106,,0.319335947,967,255,TCP,985,Normal
192.168.83.168,192.168.89.110,,0.356751379,1196,128,ARP,1213,Normal
192.168.246.13,192.168.69.192,8,0.322055398,799,64,ICMP,816,Normal
192.168.64.94,192.168.56.62,,0.237359967,1253,255,ARP,1262,Normal
192.168.111.244,192.168.132.117,,0.443304187,851,32,ARP,856,Normal
192.168.61.175,192.168.189.237,0,0.943990727,905,255,ICMP,925,Normal
192.168.117.242,192.168.90.68,,0.452542278,938,64,UDP,941,Normal
192.168.121.82,192.168.157.14,,0.814100372,521,32,TCP,521,Normal
192.168.217.15,192.168.207.178,,0.539183877,579,64,ARP,590,Normal
192.168.10.77,192.168.104.159,,0.301937452,1231,255,TCP,1240,Normal
192.168.179.127,192.168.77.151,,0.508020749,664,32,ARP,679,Normal
192.168.158.159,192.168.232.138,11,0.141323424,850,32,ICMP,868,Normal
192.168.79.199,192.168.132.41,8,0.046416233,1149,255,ICMP,1149,Normal
192.168.113.97,192.168.107.237,,0.903136884,67,32,ARP,82,Normal
192.168.179.60,192.168.112.154,8,0.437332316,953,32,ICMP,970,Normal
192.168.22.150,192.168.25.240,,0.783745676,274,128,UDP,291,Normal
192.168.30.245,192.168.21.210,,0.003878864,614,64,ARP,634,Normal
192.168.242.135,192.168.23.159,,0.429715925,318,128,TCP,333,Normal
192.168.211.106,192.168.121.120,11,0.826925968,160,128,ICMP,176,Normal
192.168.76.29,192.168.45.64,,0.880966546,633,32,UDP,642,Normal
192.168.84.165,192.168.174.240,,0.060459782,744,64,TCP,763,Normal
192.168.27.2,192.168.113.55,8,0.780757973,1083,128,ICMP,1083,Normal
192.168.113.140,192.168.120.162,8,0.222834183,1484,32,ICMP,1501,Normal
192.168.236.16,192.168.241.204,,0.950395632,513,128,ARP,527,Normal
192.168.64.2,192.168.244.121,,0.094483409,526,255,UDP,539,Normal
192.168.55.7,192.168.185.202,,0.120353464,1084,64,ARP,1097,Normal
192.168.166.120,192.168.93.179,,0.374010726,303,128,TCP,306,Normal
192.168.54.108,192.168.134.76,8,0.283441392,642,64,ICMP,645,Normal
192.168.36.142,192.168.133.147,,0.756115228,962,64,TCP,970,Normal
192.168.236.75,192.168.48.74,,0.836339992,1449,64,ARP,1464,Normal
192.168.57.119,192.168.88.118,,0.642996163,1382,32,TCP,1386,Normal
192.168.118.143,192.168.132.229,,0.397408359,99,255,UDP,109,Normal
192.168.112.88,192.168.27.52,,0.705043411,1439,64,ARP,1454,Normal
192.168.218.131,192.168.193.19,,0.375667024,1447,64,TCP,1458,Normal
192.168.76.232,192.168.151.54,,0.366502636,809,32,UDP,819,Normal
192.168.96.124,192.168.72.204,,0.011290796,678,32,ARP,681,Normal
192.168.243.119,192.168.174.11,,0.369779842,891,64,ARP,903,Normal
192.168.126.177,192.168.242.166,11,0.265688567,1039,32,ICMP,1047,Normal
192.168.251.154,192.168.98.169,,0.175531388,536,32,ARP,536,Normal
192.168.128.94,192.168.90.143,,0.018951545,542,255,UDP,557,Normal
192.168.219.106,192.168.64.7,8,0.148539133,138,128,ICMP,158,Normal
192.168.82.111,192.168.197.89,,0.134499653,692,255,UDP,711,Normal
192.168.224.17,192.168.30.210,,0.169001292,1086,64,UDP,1096,Normal
192.168.187.7,192.168.106.253,,0.606642544,969,128,ARP,974,Normal
192.168.99.124,192.168.208.41,,0.07464541,664,32,TCP,679,Normal
192.168.18.81,192.168.170.132,,0.782952309,140,255,TCP,148,Normal
192.168.115.152,192.168.230.238,,0.738445069,1481,32,TCP,1492,Normal
192.168.183.19,192.168.91.90,0,0.386251371,139,32,ICMP,148,Normal
192.168.41.49,192.168.62.207,,0.809034102,214,128,ARP,234,Normal
192.168.113.166,192.168.129.34,,0.142345298,480,64,ARP,496,Normal
192.168.51.87,192.168.15.164,,0.343048554,632,64,UDP,637,Normal
192.168.50.190,192.168.78.11,,0.445251903,745,64,ARP,763,Normal
192.168.249.52,192.168.175.165,,0.807942836,635,32,ARP,650,Normal
192.168.96.180,192.168.72.161,,0.450354164,1500,32,TCP,1507,Normal
192.168.157.9,192.168.199.191,,0.898349236,1115,64,UDP,1118,Normal
192.168.92.43,192.168.230.122,,0.677047634,311,32,TCP,314,Normal
192.168.156.90,192.168.206.5,,0.176737441,824,64,ARP,825,Normal
192.168.237.238,192.168.115.42,,0.840416738,168,64,UDP,183,Normal
192.168.202.226,192.168.24.214,,0.860166273,1216,64,TCP,1222,Normal
192.168.121.196,192.168.194.36,,0.0670418,1441,64,UDP,1458,Normal
192.168.231.154,192.168.209.144,,0.973694831,1202,32,ARP,1220,Normal
192.168.77.15,192.168.223.136,,0.623254104,1023,255,ARP,1023,Normal
192.168.4.229,192.168.175.154,,0.431108486,1410,255,TCP,1417,Normal
192.168.249.42,192.168.80.218,,0.431314775,888,32,TCP,900,Normal
192.168.114.39,192.168.160.245,,0.901265961,723,255,UDP,725,Normal
192.168.176.206,192.168.145.191,11,0.374523781,1408,32,ICMP,1419,Normal
192.168.210.1,192.168.228.28,8,0.480477638,518,128,ICMP,535,Normal
192.168.22.190,192.168.58.86,,0.488679308,968,32,TCP,972,Normal
192.168.128.34,192.168.108.115,,0.522880641,1207,255,UDP,1215,Normal
192.168.136.185,192.168.212.65,,0.625966003,1316,128,UDP,1323,Normal
192.168.254.209,192.168.233.176,,0.19544458,1184,64,UDP,1190,Normal
192.168.205.3,192.168.207.133,,0.356906574,1060,64,ARP,1063,Normal
192.168.42.121,192.168.202.24,0,0.722134009,549,32,ICMP,554,Normal
192.168.241.172,192.168.118.70,,0.884938349,1392,255,TCP,1394,Normal
192.168.35.127,192.168.97.218,,0.968969181,681,64,TCP,698,Normal
192.168.120.245,192.168.248.4,,0.228551252,1427,128,ARP,1436,Normal
192.168.244.226,192.168.68.61,,0.678766085,980,128,TCP,999,Normal
192.168.212.60,192.168.117.170,,0.72038905,386,128,TCP,397,Normal
192.168.136.162,192.168.99.44,11,0.152572806,414,255,ICMP,422,Normal
192.168.212.208,192.168.199.162,,0.03819304,1337,128,ARP,1344,Normal
192.168.156.191,192.168.198.36,,0.815622691,1125,128,TCP,1141,Normal
192.168.126.4,192.168.243.222,0,0.68253913,905,128,ICMP,922,Normal
192.168.244.245,192.168.167.231,,0.729039782,1280,32,TCP,1284,Normal
192.168.1.237,192.168.89.197,,0.190315157,1304,255,ARP,1305,Normal
192.168.2.109,192.168.55.30,8,0.206529293,662,255,ICMP,664,Normal
192.168.83.197,192.168.219.173,,0.415538279,243,128,ARP,257,Normal
192.168.129.48,192.168.206.204,,0.407798201,379,128,UDP,388,Normal
192.168.235.81,192.168.118.133,,0.383681233,976,32,TCP,977,Normal
192.168.152.113,192.168.95.51,,0.24416667,769,64,UDP,789,Normal
192.168.247.86,192.168.154.65,,0.829950747,1141,32,UDP,1141,Normal
192.168.210.4,192.168.222.6,,0.678914412,234,255,UDP,251,Normal
192.168.103.149,192.168.208.198,,0.637589924,1351,64,UDP,1365,Normal
192.168.92.10,192.168.245.128,,0.82071327,1423,128,ARP,1430,Normal
192.168.73.200,192.168.199.191,,0.139869337,206,32,ARP,214,Normal
192.168.44.148,192.168.48.125,,0.037674746,240,32,TCP,259,Normal
192.168.139.199,192.168.125.223,0,0.245627492,623,128,ICMP,630,Normal
192.168.30.177,192.168.189.81,,0.279211793,780,32,TCP,787,Normal
192.168.147.186,192.168.164.240,0,0.541611461,834,32,ICMP,847,Normal
192.168.82.133,192.168.56.120,,0.423976884,591,64,UDP,611,Normal
192.168.92.107,192.168.204.168,,0.521435555,232,32,TCP,242,Normal
192.168.67.152,192.168.73.125,,0.294294953,1298,32,ARP,1316,Normal
192.168.236.133,192.168.37.160,8,0.990679489,421,32,ICMP,435,Normal
192.168.230.183,192.168.33.69,,0.047788518,732,64,ARP,733,Normal
192.168.78.13,192.168.217.36,,0.230168093,1268,255,TCP,1285,Normal
192.168.29.237,192.168.176.57,,0.105749171,1431,32,TCP,1439,Normal
192.168.4.195,192.168.38.76,0,0.590103792,1113,255,ICMP,1133,Normal
192.168.99.93,192.168.59.159,,0.255863849,1093,64,ARP,1094,Normal
192.168.165.97,192.168.54.218,,0.92641845,1238,64,ARP,1243,Normal
192.168.252.113,192.168.202.160,8,0.239719469,857,32,ICMP,861,Normal
192.168.243.215,192.168.84.164,,0.738067833,161,32,UDP,172,Normal
192.168.12.57,192.168.160.149,,0.246292365,1181,64,ARP,1181,Normal
192.168.74.96,192.168.32.114,8,0.526115028,1248,64,ICMP,1249,Normal
192.168.124.133,192.168.51.8,,0.684662207,416,128,TCP,420,Normal
192.168.49.119,192.168.138.56,,0.79916838,191,128,UDP,194,Normal
192.168.60.150,192.168.24.74,,0.217202036,1265,128,TCP,1281,Normal
192.168.199.31,192.168.233.37,,0.14238423,1187,64,ARP,1199,Normal
192.168.117.147,192.168.128.27,,0.050592391,677,32,UDP,679,Normal
192.168.250.174,192.168.159.209,,0.903363804,454,64,TCP,461,Normal
192.168.222.120,192.168.97.69,,0.881076791,871,64,ARP,877,Normal
192.168.42.67,192.168.207.73,,0.311363909,466,128,TCP,478,Normal
192.168.18.172,192.168.207.40,,0.022582704,1330,64,ARP,1334,Normal
192.168.75.119,192.168.140.68,,0.184255862,1270,255,TCP,1272,Normal
192.168.4.10,192.168.212.134,,0.257682788,446,64,ARP,449,Normal
192.168.200.73,192.168.239.120,,0.451327305,711,255,ARP,728,Normal
192.168.37.199,192.168.105.163,0,0.419848761,711,64,ICMP,718,Normal
192.168.138.147,192.168.203.152,11,0.590735553,984,32,ICMP,993,Normal
192.168.222.102,192.168.102.220,,0.502509236,734,32,ARP,751,Normal
192.168.18.215,192.168.193.37,,0.424630468,1358,255,ARP,1372,Normal
192.168.180.113,192.168.225.254,,0.591106214,378,128,TCP,397,Normal
192.168.202.245,192.168.249.180,0,0.222920754,1349,64,ICMP,1368,Normal
192.168.216.200,192.168.139.235,,0.765847153,931,255,TCP,948,Normal
192.168.89.34,192.168.125.139,,0.228549375,652,32,UDP,654,Normal
192.168.144.95,192.168.161.190,,0.462413488,827,64,UDP,831,Normal
192.168.139.132,192.168.49.126,8,0.101136626,744,64,ICMP,754,Normal
192.168.159.142,192.168.236.15,,0.800141795,661,32,ARP,667,Normal
192.168.14.235,192.168.207.253,0,0.683121306,1156,128,ICMP,1168,Normal
192.168.213.97,192.168.96.46,,0.370113818,245,64,TCP,247,Normal
192.168.111.23,192.168.204.209,11,0.417957816,1197,64,ICMP,1206,Normal
192.168.132.141,192.168.57.113,,0.86999941,438,64,ARP,447,Normal
192.168.74.44,192.168.100.164,,0.297370345,268,32,UDP,278,Normal
192.168.143.216,192.168.164.68,8,0.996690776,1241,32,ICMP,1242,Normal
192.168.43.114,192.168.237.41,,0.586981045,332,64,TCP,337,Normal
192.168.183.118,192.168.25.151,8,0.900499787,1145,255,ICMP,1147,Normal
192.168.178.38,192.168.218.242,,0.104591238,522,32,TCP,530,Normal
192.168.143.40,192.168.151.185,8,0.482145101,1151,128,ICMP,1166,Normal
192.168.224.112,192.168.212.157,,0.824111816,1244,255,UDP,1257,Normal
192.168.33.186,192.168.161.224,,0.237362807,1054,255,UDP,1058,Normal
192.168.80.34,192.168.4.222,,0.486040175,114,255,ARP,121,Normal
192.168.128.49,192.168.228.54,,0.385482705,1353,32,TCP,1364,Normal
192.168.117.174,192.168.244.53,,0.092403392,587,64,ARP,589,Normal
192.168.158.23,192.168.255.240,,0.02670571,766,64,ARP,768,Normal
192.168.232.201,192.168.200.67,,0.047037433,1154,64,ARP,1167,Normal
192.168.104.3,192.168.243.64,,0.140774752,972,64,TCP,972,Normal
192.168.207.244,192.168.250.237,,0.314306248,1110,128,ARP,1119,Normal
192.168.90.177,192.168.54.24,0,0.158361105,955,128,ICMP,974,Normal
192.168.167.111,192.168.219.228,,0.349775313,993,128,ARP,996,Normal
192.168.61.192,192.168.237.130,,0.437440803,853,255,TCP,869,Normal
192.168.129.216,192.168.144.116,,0.005360199,624,32,TCP,633,Normal
192.168.129.84,192.168.55.134,8,0.33306748,852,64,ICMP,867,Normal
192.168.234.253,192.168.52.61,,0.754943706,1280,32,TCP,1290,Normal
192.168.164.162,192.168.75.223,,0.408763491,379,128,TCP,379,Normal
192.168.87.250,192.168.255.13,,0.161865833,418,32,UDP,433,Normal
192.168.69.152,192.168.149.171,11,0.314926098,645,255,ICMP,648,Normal
192.168.223.216,192.168.153.197,,0.633749107,677,128,UDP,685,Normal
192.168.26.119,192.168.219.236,,0.521025518,1427,255,TCP,1430,Normal
192.168.32.51,192.168.103.131,,0.267677918,1497,32,TCP,1506,Normal
192.168.216.84,192.168.250.3,,0.179254916,678,255,UDP,687,Normal
192.168.189.87,192.168.60.56,,0.715164004,703,64,TCP,723,Normal
192.168.55.165,192.168.245.158,,0.731326842,315,64,TCP,316,Normal
192.168.49.17,192.168.232.133,,0.574241602,1127,128,TCP,1133,Normal
192.168.64.151,192.168.42.155,,0.774813859,1307,64,UDP,1310,Normal
192.168.231.219,192.168.89.128,,0.512610119,1332,255,ARP,1352,Normal
192.168.15.223,192.168.18.61,11,0.071494307,427,255,ICMP,442,Normal
192.168.9.11,192.168.121.134,,0.242936761,834,255,UDP,835,Normal
192.168.8.116,192.168.188.241,,0.125630647,355,128,TCP,361,Normal
192.168.105.10,192.168.213.159,,0.302068883,774,32,UDP,789,Normal
192.168.230.254,192.168.136.199,11,0.568381114,1186,128,ICMP,1192,Normal
192.168.0.153,192.168.104.4,,0.136077796,1400,255,UDP,1404,Normal
192.168.71.159,192.168.140.247,,0.801577506,1010,128,TCP,1011,Normal
192.168.24.57,192.168.211.28,,0.698727427,745,32,TCP,755,Normal
192.168.90.2,192.168.124.38,8,0.386114033,1107,128,ICMP,1107,Normal
192.168.90.48,192.168.52.15,0,0.084483083,403,64,ICMP,411,Normal
192.168.209.187,192.168.121.133,,0.363999384,1296,32,UDP,1299,Normal
192.168.202.142,192.168.207.81,,0.23204333,457,128,ARP,477,Normal
192.168.249.45,192.168.184.251,0,0.023727051,645,64,ICMP,654,Normal
192.168.102.149,192.168.116.161,11,0.019052908,1175,128,ICMP,1182,Normal
192.168.222.212,192.168.4.201,8,0.878389535,1176,32,ICMP,1182,Normal
192.168.103.234,192.168.134.142,,0.587456595,922,32,TCP,928,Normal
192.168.52.237,192.168.166.224,,0.523322489,648,64,ARP,652,Normal
192.168.91.190,192.168.61.106,,0.326064977,902,64,ARP,909,Normal
192.168.204.67,192.168.246.114,,0.972711808,1370,128,UDP,1374,Normal
192.168.222.28,192.168.248.233,,0.503963809,777,64,ARP,786,Normal
192.168.41.67,192.168.209.7,,0.959636342,1352,64,ARP,1354,Normal
192.168.94.133,192.168.7.65,,0.555485131,313,64,TCP,318,Normal
192.168.144.81,192.168.255.216,,0.28884263,276,32,ARP,286,Normal
192.168.234.71,192.168.134.95,,0.303382216,75,32,TCP,94,Normal
192.168.181.146,192.168.130.245,,0.941957201,574,32,UDP,580,Normal
192.168.198.225,192.168.217.47,,0.372002494,226,64,ARP,238,Normal
192.168.12.218,192.168.145.193,,0.951857768,173,128,TCP,192,Normal
192.168.123.11,192.168.222.28,,0.459949091,1495,64,ARP,1505,Normal
192.168.142.147,192.168.166.105,,0.367424369,1254,128,ARP,1255,Normal
192.168.210.239,192.168.72.74,,0.67136489,1001,64,UDP,1019,Normal
192.168.73.132,192.168.26.170,,0.555232975,1241,32,ARP,1252,Normal
192.168.141.7,192.168.207.171,0,0.851686841,1019,64,ICMP,1027,Normal
192.168.242.7,192.168.98.133,,0.142937797,1105,32,ARP,1107,Normal
192.168.234.205,192.168.14.146,,0.255226585,540,128,TCP,546,Normal
192.168.36.55,192.168.236.161,,0.870796584,1076,32,UDP,1092,Normal
192.168.21.16,192.168.253.47,11,0.474424304,1114,32,ICMP,1134,Normal
192.168.21.48,192.168.126.133,,0.612598473,1056,128,UDP,1061,Normal
192.168.40.81,192.168.85.247,,0.040362832,251,128,TCP,251,Normal
192.168.152.21,192.168.118.115,,0.467507396,580,64,TCP,580,Normal
192.168.96.6,192.168.210.150,,0.449115639,746,255,TCP,764,Normal
192.168.3.80,192.168.177.103,0,0.612147062,593,255,ICMP,601,Normal
192.168.183.236,192.168.146.46,,0.645109761,173,32,TCP,190,Normal
192.168.147.93,192.168.62.13,,0.851355798,1432,64,ARP,1438,Normal
192.168.78.218,192.168.52.77,,0.742342736,1492,64,UDP,1492,Normal
192.168.181.43,192.168.161.218,,0.894629129,1240,32,ARP,1254,Normal
192.168.6.250,192.168.91.82,,0.369211464,104,64,UDP,112,Normal
192.168.227.166,192.168.47.82,,0.906765832,1019,128,ARP,1023,Normal
192.168.109.136,192.168.79.98,11,0.923625298,913,64,ICMP,929,Normal
192.168.156.12,192.168.75.116,,0.927053344,600,32,TCP,600,Normal
192.168.78.227,192.168.10.175,,0.744175461,913,255,UDP,920,Normal
192.168.242.130,192.168.206.92,,0.22652789,1433,128,TCP,1434,Normal
192.168.108.29,192.168.13.24,,0.67290918,913,64,TCP,933,Normal
192.168.129.99,192.168.113.229,,0.90259997,772,128,ARP,782,Normal
192.168.97.49,192.168.229.72,,0.528074931,1320,255,UDP,1335,Normal
192.168.24.66,192.168.123.212,,0.668156487,1485,64,ARP,1490,Normal
192.168.141.202,192.168.62.210,11,0.06469241,667,128,ICMP,685,Normal
192.168.62.59,192.168.64.61,11,0.167007095,417,255,ICMP,428,Normal
192.168.68.91,192.168.34.160,,0.841452615,735,64,TCP,741,Normal
192.168.111.167,192.168.63.15,,0.5444563,356,255,TCP,364,Normal
192.168.35.219,192.168.161.52,,0.327997182,1344,128,TCP,1364,Normal
192.168.94.133,192.168.247.29,11,0.368780228,550,255,ICMP,563,Normal
192.168.72.62,192.168.137.101,,0.967103531,468,128,UDP,477,Normal
192.168.164.243,192.168.11.14,0,0.845931864,243,32,ICMP,254,Normal
192.168.35.42,192.168.231.163,,0.872494597,476,32,UDP,479,Normal
192.168.250.243,192.168.204.180,,0.584770878,831,64,ARP,847,Normal
192.168.6.125,192.168.65.129,,0.500635055,195,32,UDP,213,Normal
192.168.111.181,192.168.164.180,,0.592965136,645,64,UDP,651,Normal
192.168.88.95,192.168.253.254,,0.455209589,806,32,ARP,815,Normal
192.168.61.161,192.168.98.25,11,0.054278355,407,32,ICMP,407,Normal
192.168.201.124,192.168.176.177,11,0.699795704,1247,32,ICMP,1256,Normal
192.168.249.70,192.168.224.209,,0.681552293,351,32,UDP,370,Normal
192.168.254.115,192.168.204.243,,0.395956199,601,64,TCP,618,Normal
192.168.50.100,192.168.45.253,11,0.934329423,938,128,ICMP,943,Normal
192.168.246.41,192.168.45.69,,0.53130406,1015,255,ARP,1015,Normal
192.168.5.97,192.168.126.234,,0.251351016,1294,64,UDP,1311,Normal
192.168.192.56,192.168.71.176,,0.288353157,835,255,UDP,836,Normal
