frame.time_delta,frame.len,ip.ttl,ip.len,Protocol,label
0.009079,92,79,92,TCP,Normal
0.009142,87,104,87,ICMP,Normal
0.01211,119,92,119,UDP,Normal
0.013906,92,123,92,UDP,Normal
0.017146,117,127,117,UDP,Normal
0.017743,92,113,92,UDP,Normal
0.019642,109,88,109,ICMP,Normal
0.005906,108,125,108,ICMP,Normal
0.011479,88,61,88,ICMP,Normal
0.009404,67,71,67,ICMP,Normal
0.006095,71,91,71,UDP,Normal
0.009173,115,56,115,TCP,Normal
0.0195,60,50,60,TCP,Normal
0.008602,99,99,99,TCP,Normal
0.008277,94,119,94,ICMP,Normal
0.018473,88,102,88,TCP,Normal
0.001161,115,81,115,TCP,Normal
0.012511,80,121,80,TCP,Normal
0.003646,60,53,60,TCP,Normal
0.010242,104,72,104,UDP,Normal
0.019912,98,96,98,TCP,Normal
0.010446,104,94,104,UDP,Normal
0.006109,114,57,114,UDP,Normal
0.017806,86,91,86,ICMP,Normal
0.013494,63,78,63,UDP,Normal
0.008247,70,63,70,TCP,Normal
0.016466,120,65,120,TCP,Normal
0.019832,103,88,103,UDP,Normal
0.002501,86,116,86,ICMP,Normal
0.005526,60,81,60,ICMP,Normal
0.002353,116,81,116,UDP,Normal
0.01082,76,57,76,UDP,Normal
0.01396,119,101,119,UDP,Normal
0.001029,98,122,98,ICMP,Normal
0.015357,90,104,90,ICMP,Normal
0.007322,100,75,100,TCP,Normal
0.003131,70,127,70,ICMP,Normal
0.007119,104,63,104,UDP,Normal
0.017636,92,82,92,ICMP,Normal
0.011726,93,79,93,ICMP,Normal
0.004405,66,81,66,ICMP,Normal
0.014091,76,54,76,TCP,Normal
0.016886,109,79,109,TCP,Normal
0.009286,73,98,73,TCP,Normal
0.009746,69,120,69,TCP,Normal
0.009356,79,54,79,ICMP,Normal
0.016934,93,50,93,UDP,Normal
0.001525,84,81,84,ICMP,Normal
0.012906,113,100,113,TCP,Normal
0.00222,74,56,74,TCP,Normal
0.004537,86,102,86,TCP,Normal
0.007196,119,80,119,ICMP,Normal
0.010498,98,105,98,ICMP,Normal
0.017778,101,119,101,ICMP,Normal
0.002081,77,60,77,ICMP,Normal
0.002504,116,59,116,ICMP,Normal
0.009997,88,91,88,UDP,Normal
0.00628,64,114,64,ICMP,Normal
0.011099,77,87,77,UDP,Normal
0.010976,65,100,65,TCP,Normal
0.011433,76,126,76,ICMP,Normal
0.016066,71,120,71,TCP,Normal
0.008834,64,54,64,UDP,Normal
0.01414,72,95,72,UDP,Normal
0.0176,68,71,68,UDP,Normal
0.00821,94,69,94,TCP,Normal
0.019367,77,97,77,TCP,Normal
0.019287,94,126,94,UDP,Normal
0.002948,76,108,76,UDP,Normal
0.002635,86,60,86,TCP,Normal
0.017923,105,83,105,UDP,Normal
0.005082,75,59,75,TCP,Normal
0.012154,110,117,110,TCP,Normal
0.003217,65,58,65,TCP,Normal
0.004499,113,81,113,UDP,Normal
0.017108,88,59,88,TCP,Normal
0.015413,83,121,83,UDP,Normal
0.017496,103,127,103,TCP,Normal
0.011212,83,107,83,TCP,Normal
0.007607,76,74,76,TCP,Normal
0.014077,111,54,111,TCP,Normal
0.018356,67,115,67,ICMP,Normal
0.00487,81,75,81,TCP,Normal
0.017346,110,50,110,UDP,Normal
0.00497,95,81,95,TCP,Normal
0.009672,87,59,87,TCP,Normal
0.013495,82,61,82,UDP,Normal
0.003387,98,67,98,TCP,Normal
0.012923,94,52,94,TCP,Normal
0.008427,106,120,106,TCP,Normal
0.017326,93,84,93,TCP,Normal
0.009221,120,78,120,TCP,Normal
0.004978,83,89,83,UDP,Normal
0.001664,67,58,67,TCP,Normal
0.016532,76,66,76,UDP,Normal
0.003626,87,79,87,TCP,Normal
0.008082,108,76,108,UDP,Normal
0.004712,73,52,73,ICMP,Normal
0.014432,98,101,98,TCP,Normal
0.00406,75,113,75,ICMP,Normal
0.003992,72,98,72,ICMP,Normal
0.013421,109,69,109,ICMP,Normal
0.018628,113,57,113,TCP,Normal
0.010746,60,63,60,TCP,Normal
0.015596,114,121,114,ICMP,Normal
0.013354,100,58,100,TCP,Normal
0.01876,81,108,81,ICMP,Normal
0.011559,120,118,120,TCP,Normal
0.014925,104,53,104,ICMP,Normal
0.01734,84,65,84,UDP,Normal
0.00443,81,109,81,TCP,Normal
0.004644,60,98,60,ICMP,Normal
0.007468,116,74,116,ICMP,Normal
0.013676,108,66,108,TCP,Normal
0.004318,74,116,74,TCP,Normal
0.014647,118,92,118,UDP,Normal
0.010635,96,63,96,UDP,Normal
0.014794,69,111,69,ICMP,Normal
0.013155,78,126,78,TCP,Normal
0.017314,80,71,80,UDP,Normal
0.005257,112,100,112,ICMP,Normal
0.00186,65,102,65,ICMP,Normal
0.01726,119,104,119,TCP,Normal
0.003143,82,79,82,ICMP,Normal
0.008482,80,125,80,TCP,Normal
0.012929,60,104,60,ICMP,Normal
0.003578,116,118,116,TCP,Normal
0.012906,70,109,70,UDP,Normal
0.018494,115,66,115,UDP,Normal
0.003764,117,50,117,UDP,Normal
0.013306,88,76,88,UDP,Normal
0.011656,64,81,64,ICMP,Normal
0.003266,114,89,114,TCP,Normal
0.001769,62,86,62,TCP,Normal
0.002771,61,50,61,TCP,Normal
0.007127,75,54,75,ICMP,Normal
0.016839,63,92,63,ICMP,Normal
0.018383,84,93,84,ICMP,Normal
0.013412,71,69,71,TCP,Normal
0.017171,77,116,77,ICMP,Normal
0.017668,100,100,100,TCP,Normal
0.00258,66,64,66,UDP,Normal
0.003189,112,94,112,UDP,Normal
0.001302,83,124,83,UDP,Normal
0.013947,107,53,107,ICMP,Normal
0.009962,108,103,108,TCP,Normal
0.001534,117,91,117,TCP,Normal
0.01714,109,64,109,TCP,Normal
0.00391,92,119,92,TCP,Normal
0.004013,91,110,91,ICMP,Normal
0.012905,108,94,108,TCP,Normal
0.003015,100,85,100,TCP,Normal
0.00657,89,106,89,ICMP,Normal
0.016547,79,65,79,UDP,Normal
0.013164,79,51,79,ICMP,Normal
0.014288,69,81,69,UDP,Normal
0.01299,81,101,81,ICMP,Normal
0.01669,117,56,117,UDP,Normal
0.007849,99,121,99,ICMP,Normal
0.010401,97,54,97,TCP,Normal
0.008568,114,102,114,UDP,Normal
0.006948,69,59,69,TCP,Normal
0.013853,61,75,61,TCP,Normal
0.009554,89,71,89,TCP,Normal
0.001793,78,113,78,TCP,Normal
0.015347,86,73,86,ICMP,Normal
0.001064,72,111,72,ICMP,Normal
0.01111,92,122,92,ICMP,Normal
0.018344,65,56,65,UDP,Normal
0.005975,83,81,83,ICMP,Normal
0.0126,61,117,61,ICMP,Normal
0.004076,60,56,60,ICMP,Normal
0.003331,74,118,74,UDP,Normal
0.008044,72,127,72,UDP,Normal
0.018814,103,80,103,TCP,Normal
0.006215,113,109,113,TCP,Normal
0.014817,117,69,117,ICMP,Normal
0.008617,73,88,73,ICMP,Normal
0.006067,70,90,70,UDP,Normal
0.001692,102,70,102,TCP,Normal
0.014444,93,112,93,TCP,Normal
0.009464,61,50,61,UDP,Normal
0.017224,101,66,101,ICMP,Normal
0.001164,77,87,77,ICMP,Normal
0.014094,72,90,72,ICMP,Normal
0.007263,118,121,118,UDP,Normal
0.008559,109,67,109,UDP,Normal
0.014919,96,55,96,UDP,Normal
0.010265,113,57,113,TCP,Normal
0.013826,65,56,65,TCP,Normal
0.011262,117,55,117,TCP,Normal
0.003457,118,115,118,ICMP,Normal
0.006205,92,113,92,TCP,Normal
0.004054,81,99,81,ICMP,Normal
0.01689,104,91,104,TCP,Normal
0.008678,83,89,83,TCP,Normal
0.006668,90,59,90,TCP,Normal
0.005928,64,126,64,ICMP,Normal
0.006971,103,58,103,TCP,Normal
0.014264,69,72,69,TCP,Normal
0.011116,88,107,88,ICMP,Normal
0.016805,76,72,76,UDP,Normal
0.011349,118,114,118,ICMP,Normal
0.005757,87,71,87,ICMP,Normal
0.018953,105,58,105,UDP,Normal
0.019066,73,105,73,TCP,Normal
0.019311,64,50,64,TCP,Normal
0.017211,67,68,67,ICMP,Normal
0.005617,87,71,87,ICMP,Normal
0.019513,94,119,94,TCP,Normal
0.001828,71,91,71,TCP,Normal
0.010406,117,118,117,ICMP,Normal
0.001782,69,123,69,TCP,Normal
0.013612,61,87,61,ICMP,Normal
0.016929,105,74,105,ICMP,Normal
0.019299,74,128,74,ICMP,Normal
0.001291,86,72,86,ICMP,Normal
0.002408,62,91,62,UDP,Normal
0.005255,93,87,93,TCP,Normal
0.008391,110,62,110,TCP,Normal
0.018712,88,62,88,ICMP,Normal
0.016045,61,61,61,ICMP,Normal
0.0169,69,82,69,UDP,Normal
0.007049,84,71,84,UDP,Normal
0.013516,101,125,101,TCP,Normal
0.002333,61,90,61,UDP,Normal
0.017042,83,91,83,TCP,Normal
0.006231,88,86,88,TCP,Normal
0.005942,73,74,73,UDP,Normal
0.002059,89,58,89,TCP,Normal
0.008626,64,72,64,UDP,Normal
0.004191,84,64,84,UDP,Normal
0.012726,102,86,102,UDP,Normal
0.011855,109,67,109,ICMP,Normal
0.012879,115,86,115,ICMP,Normal
0.001699,88,108,88,UDP,Normal
0.018772,92,67,92,TCP,Normal
0.014806,70,91,70,TCP,Normal
0.013581,98,63,98,UDP,Normal
0.006866,68,128,68,ICMP,Normal
0.013957,79,91,79,ICMP,Normal
0.013025,74,99,74,TCP,Normal
0.005516,93,80,93,ICMP,Normal
0.019148,75,122,75,ICMP,Normal
0.016585,86,118,86,TCP,Normal
0.005513,114,81,114,ICMP,Normal
0.018572,83,69,83,UDP,Normal
0.001273,63,127,63,ICMP,Normal
0.004356,84,94,84,ICMP,Normal
0.008886,82,65,82,UDP,Normal
0.00722,91,104,91,UDP,Normal
0.015126,86,89,86,ICMP,Normal
0.004636,107,118,107,ICMP,Normal
0.004597,75,109,75,ICMP,Normal
0.009241,86,73,86,TCP,Normal
0.003073,84,52,84,ICMP,Normal
0.002077,79,97,79,ICMP,Normal
0.017149,82,100,82,UDP,Normal
0.014518,73,60,73,UDP,Normal
0.015417,108,106,108,UDP,Normal
0.004753,117,101,117,ICMP,Normal
0.012699,86,53,86,UDP,Normal
0.016038,118,123,118,ICMP,Normal
0.001991,103,90,103,ICMP,Normal
0.002924,111,101,111,UDP,Normal
0.004464,111,63,111,UDP,Normal
0.017015,64,51,64,ICMP,Normal
0.004026,83,59,83,ICMP,Normal
0.003724,102,126,102,UDP,Normal
0.006133,62,99,62,TCP,Normal
0.005707,98,65,98,UDP,Normal
0.00688,60,80,60,ICMP,Normal
0.007875,87,118,87,TCP,Normal
0.006156,110,66,110,ICMP,Normal
0.008508,95,51,95,TCP,Normal
0.003692,76,86,76,ICMP,Normal
0.019698,111,69,111,ICMP,Normal
0.013855,76,69,76,UDP,Normal
0.003717,115,53,115,ICMP,Normal
0.019459,72,108,72,UDP,Normal
0.017529,115,67,115,UDP,Normal
0.008205,78,79,78,ICMP,Normal
0.012257,104,84,104,UDP,Normal
0.002761,119,56,119,ICMP,Normal
0.005174,102,117,102,UDP,Normal
0.01471,88,77,88,ICMP,Normal
0.014183,116,76,116,ICMP,Normal
0.00902,118,122,118,TCP,Normal
0.009054,102,87,102,TCP,Normal
0.001627,105,74,105,TCP,Normal
0.009037,80,59,80,UDP,Normal
0.019176,110,123,110,TCP,Normal
0.00141,107,124,107,TCP,Normal
0.006902,84,111,84,TCP,Normal
0.008615,66,96,66,ICMP,Normal
0.015561,80,52,80,ICMP,Normal
0.014332,80,52,80,UDP,Normal
0.01017,67,79,67,TCP,Normal
0.004363,72,114,72,ICMP,Normal
0.001961,89,87,89,TCP,Normal
0.010193,84,53,84,TCP,Normal
0.012396,104,114,104,ICMP,Normal
0.010238,120,56,120,TCP,Normal
0.009008,106,115,106,ICMP,Normal
0.014563,91,53,91,UDP,Normal
0.002716,74,106,74,TCP,Normal
0.014443,76,75,76,UDP,Normal
0.009715,115,91,115,ICMP,Normal
0.015969,99,108,99,ICMP,Normal
0.019582,100,127,100,TCP,Normal
0.002512,94,104,94,UDP,Normal
0.01368,66,58,66,TCP,Normal
0.013032,109,111,109,UDP,Normal
0.002036,74,107,74,UDP,Normal
0.019482,120,117,120,ICMP,Normal
0.002607,74,83,74,ICMP,Normal
0.002536,120,64,120,UDP,Normal
0.017263,101,63,101,TCP,Normal
0.006881,84,73,84,UDP,Normal
0.007232,89,82,89,TCP,Normal
0.013726,100,122,100,ICMP,Normal
0.018107,82,81,82,UDP,Normal
0.013771,111,124,111,ICMP,Normal
0.009652,86,111,86,ICMP,Normal
0.015836,81,120,81,ICMP,Normal
0.018517,82,58,82,ICMP,Normal
0.006854,64,72,64,ICMP,Normal
0.012932,112,121,112,TCP,Normal
0.019455,100,55,100,UDP,Normal
0.007651,94,62,94,ICMP,Normal
0.012606,118,55,118,TCP,Normal
0.004086,96,114,96,TCP,Normal
0.007399,107,101,107,UDP,Normal
0.007506,112,93,112,UDP,Normal
0.012612,109,119,109,UDP,Normal
0.013326,73,84,73,TCP,Normal
0.016008,115,65,115,UDP,Normal
0.001531,112,62,112,ICMP,Normal
0.016115,66,107,66,TCP,Normal
0.011431,77,86,77,ICMP,Normal
0.017962,104,89,104,UDP,Normal
0.011979,99,120,99,TCP,Normal
0.008225,113,124,113,ICMP,Normal
0.013221,116,79,116,UDP,Normal
0.013697,99,56,99,ICMP,Normal
0.005978,79,57,79,TCP,Normal
0.013594,116,64,116,UDP,Normal
0.003971,64,123,64,ICMP,Normal
0.009192,67,60,67,ICMP,Normal
0.003389,82,83,82,UDP,Normal
0.017324,119,119,119,TCP,Normal
0.012572,66,108,66,TCP,Normal
0.0012,75,57,75,ICMP,Normal
0.00466,115,92,115,TCP,Normal
0.003257,99,79,99,UDP,Normal
0.018337,63,121,63,TCP,Normal
0.011931,100,97,100,ICMP,Normal
0.004759,67,124,67,ICMP,Normal
0.01466,109,70,109,TCP,Normal
0.019649,116,122,116,TCP,Normal
0.003374,70,57,70,TCP,Normal
0.011453,99,128,99,TCP,Normal
0.011385,91,58,91,UDP,Normal
0.017596,70,118,70,UDP,Normal
0.004999,119,61,119,ICMP,Normal
0.003379,60,56,60,UDP,Normal
0.016221,103,82,103,ICMP,Normal
0.010844,67,128,67,UDP,Normal
0.011705,88,103,88,ICMP,Normal
0.013703,113,77,113,TCP,Normal
0.011377,106,66,106,ICMP,Normal
0.017649,89,64,89,ICMP,Normal
0.00172,65,61,65,ICMP,Normal
0.018392,81,126,81,TCP,Normal
0.009458,69,117,69,UDP,Normal
0.017296,97,124,97,TCP,Normal
0.015592,110,58,110,TCP,Normal
0.016785,100,99,100,ICMP,Normal
0.003695,117,71,117,UDP,Normal
0.01514,110,126,110,UDP,Normal
0.004215,102,116,102,ICMP,Normal
0.012664,72,81,72,TCP,Normal
0.006759,65,88,65,ICMP,Normal
0.010843,71,80,71,ICMP,Normal
0.007032,99,73,99,UDP,Normal
0.012717,97,67,97,TCP,Normal
0.009659,94,63,94,ICMP,Normal
0.017491,114,86,114,TCP,Normal
0.013036,120,125,120,TCP,Normal
0.005943,110,90,110,UDP,Normal
0.013027,76,56,76,ICMP,Normal
0.014321,114,105,114,ICMP,Normal
0.017372,97,98,97,ICMP,Normal
0.008697,113,87,113,TCP,Normal
0.007428,114,73,114,TCP,Normal
0.00854,79,65,79,UDP,Normal
0.01697,112,106,112,TCP,Normal
0.007742,88,93,88,UDP,Normal
0.003984,76,79,76,UDP,Normal
0.016803,94,110,94,ICMP,Normal
0.014087,84,81,84,UDP,Normal
0.010667,68,68,68,ICMP,Normal
0.009543,77,53,77,TCP,Normal
0.005245,79,116,79,UDP,Normal
0.01958,66,78,66,UDP,Normal
0.010889,95,62,95,ICMP,Normal
0.008736,69,51,69,UDP,Normal
0.016264,77,101,77,UDP,Normal
0.014087,77,112,77,ICMP,Normal
0.012755,98,67,98,ICMP,Normal
0.002954,100,109,100,UDP,Normal
0.008354,99,88,99,ICMP,Normal
0.014803,76,76,76,TCP,Normal
0.017522,94,70,94,TCP,Normal
0.003977,84,65,84,TCP,Normal
0.011942,73,54,73,TCP,Normal
0.016764,103,92,103,UDP,Normal
0.007765,80,94,80,UDP,Normal
0.018985,117,103,117,TCP,Normal
0.008279,75,82,75,ICMP,Normal
0.011258,71,82,71,UDP,Normal
0.003103,113,87,113,UDP,Normal
0.016901,91,119,91,ICMP,Normal
0.018346,97,92,97,TCP,Normal
0.007248,94,89,94,ICMP,Normal
0.006687,68,52,68,ICMP,Normal
0.013865,109,115,109,UDP,Normal
0.005923,71,125,71,UDP,Normal
0.002486,89,109,89,ICMP,Normal
0.009481,100,108,100,UDP,Normal
0.009784,105,59,105,TCP,Normal
0.001146,98,115,98,UDP,Normal
0.00254,80,108,80,TCP,Normal
0.014977,80,110,80,UDP,Normal
0.016502,120,83,120,TCP,Normal
0.003452,100,75,100,UDP,Normal
0.012364,65,55,65,UDP,Normal
0.002143,74,104,74,ICMP,Normal
0.01995,64,52,64,TCP,Normal
0.012005,94,58,94,ICMP,Normal
0.010183,91,112,91,TCP,Normal
0.004295,89,81,89,ICMP,Normal
0.017821,113,113,113,ICMP,Normal
0.00498,65,55,65,ICMP,Normal
0.002487,78,82,78,UDP,Normal
0.013423,96,100,96,UDP,Normal
0.017021,114,115,114,ICMP,Normal
0.012131,83,86,83,UDP,Normal
0.008098,70,99,70,ICMP,Normal
0.005168,95,73,95,UDP,Normal
0.01588,63,101,63,TCP,Normal
0.017408,83,127,83,UDP,Normal
0.005709,115,107,115,TCP,Normal
0.018126,63,64,63,TCP,Normal
0.016023,60,51,60,ICMP,Normal
0.014382,92,111,92,ICMP,Normal
0.014409,89,98,89,ICMP,Normal
0.013171,67,112,67,TCP,Normal
0.013402,75,128,75,UDP,Normal
0.016464,77,111,77,ICMP,Normal
0.006539,112,108,112,ICMP,Normal
0.017549,95,90,95,UDP,Normal
0.012714,68,97,68,TCP,Normal
0.002736,98,82,98,UDP,Normal
0.016561,85,84,85,ICMP,Normal
0.006615,84,110,84,ICMP,Normal
0.001538,93,61,93,ICMP,Normal
0.018497,102,99,102,UDP,Normal
0.016237,86,99,86,TCP,Normal
0.003494,85,67,85,ICMP,Normal
0.010694,88,128,88,TCP,Normal
0.017134,60,51,60,UDP,Normal
0.010058,107,59,107,TCP,Normal
0.003209,87,69,87,ICMP,Normal
0.013912,99,105,99,UDP,Normal
0.004161,115,93,115,UDP,Normal
0.004823,87,104,87,ICMP,Normal
0.018371,72,99,72,ICMP,Normal
0.004458,65,98,65,TCP,Normal
0.019143,71,96,71,TCP,Normal
0.006926,98,61,98,ICMP,Normal
0.01369,70,93,70,UDP,Normal
0.010238,84,79,84,ICMP,Normal
0.010858,63,124,63,UDP,Normal
0.001204,87,102,87,UDP,Normal
0.019724,108,102,108,TCP,Normal
0.011582,117,108,117,TCP,Normal
0.016905,109,57,109,UDP,Normal
0.001047,70,124,70,TCP,Normal
0.008841,119,51,119,ICMP,Normal
0.011339,118,79,118,UDP,Normal
0.01496,78,93,78,ICMP,Normal
0.007472,100,123,100,UDP,Normal
0.006051,98,119,98,ICMP,Normal
0.01989,97,112,97,UDP,Normal
0.013856,92,124,92,UDP,Normal
0.004972,86,62,86,ICMP,Normal
0.016236,95,50,95,TCP,Normal
0.017888,118,79,118,ICMP,Normal
0.002931,69,73,69,TCP,Normal
0.013762,96,111,96,ICMP,Normal
0.004561,92,85,92,TCP,Normal
0.01853,111,125,111,TCP,Normal
0.00881,76,52,76,ICMP,Normal
0.004066,112,75,112,TCP,Normal
0.008847,84,124,84,UDP,Normal
0.01278,117,101,117,ICMP,Normal
0.014211,92,88,92,TCP,Normal
0.015577,63,107,63,ICMP,Normal
0.002893,95,105,95,TCP,Normal
0.008894,85,88,85,UDP,Normal
0.016756,102,62,102,ICMP,Normal
0.01253,105,103,105,ICMP,Normal
0.00408,102,98,102,TCP,Normal
0.01255,102,126,102,TCP,Normal
0.005738,99,99,99,ICMP,Normal
0.00951,93,81,93,TCP,Normal
0.011968,69,83,69,ICMP,Normal
0.017006,93,119,93,TCP,Normal
0.015711,70,67,70,TCP,Normal
0.012877,67,74,67,TCP,Normal
0.014558,89,64,89,TCP,Normal
0.007625,70,65,70,TCP,Normal
0.008139,65,50,65,UDP,Normal
0.008532,108,111,108,ICMP,Normal
0.002274,115,55,115,ICMP,Normal
0.003784,113,84,113,ICMP,Normal
0.018795,84,57,84,UDP,Normal
0.003227,91,106,91,ICMP,Normal
0.011788,86,108,86,ICMP,Normal
0.008343,74,121,74,ICMP,Normal
0.015584,114,125,114,UDP,Normal
0.018558,78,101,78,TCP,Normal
0.014903,112,96,112,TCP,Normal
0.002181,116,63,116,UDP,Normal
0.019111,107,104,107,ICMP,Normal
0.011128,112,105,112,ICMP,Normal
0.015032,91,113,91,ICMP,Normal
0.004611,64,108,64,UDP,Normal
0.003512,108,104,108,ICMP,Normal
0.015328,93,101,93,ICMP,Normal
0.01987,64,124,64,UDP,Normal
0.011624,99,96,99,ICMP,Normal
0.005422,97,123,97,UDP,Normal
0.01202,61,120,61,TCP,Normal
0.013962,65,110,65,TCP,Normal
0.004499,93,84,93,TCP,Normal
0.006787,103,60,103,TCP,Normal
0.008,67,53,67,UDP,Normal
0.018252,75,123,75,ICMP,Normal
0.01196,83,120,83,UDP,Normal
0.004809,92,111,92,ICMP,Normal
0.014272,87,85,87,TCP,Normal
0.019647,82,123,82,TCP,Normal
0.018994,80,98,80,ICMP,Normal
0.003505,113,97,113,ICMP,Normal
0.007607,73,86,73,UDP,Normal
0.01107,72,81,72,TCP,Normal
0.010303,74,72,74,ICMP,Normal
0.010392,116,106,116,ICMP,Normal
0.016595,110,113,110,ICMP,Normal
0.002128,115,101,115,ICMP,Normal
0.012028,98,101,98,TCP,Normal
0.012633,95,112,95,TCP,Normal
0.002204,65,59,65,ICMP,Normal
0.015012,110,60,110,UDP,Normal
0.018835,88,88,88,UDP,Normal
0.00992,62,106,62,UDP,Normal
0.019072,116,99,116,TCP,Normal
0.001442,113,68,113,TCP,Normal
0.018161,112,79,112,UDP,Normal
0.005711,111,50,111,UDP,Normal
0.004135,76,55,76,TCP,Normal
0.015213,71,76,71,TCP,Normal
0.005416,65,106,65,TCP,Normal
0.013554,92,90,92,ICMP,Normal
0.01049,61,82,61,UDP,Normal
0.001339,112,55,112,ICMP,Normal
0.017904,88,128,88,UDP,Normal
0.017291,76,118,76,ICMP,Normal
0.00305,89,125,89,UDP,Normal
0.010512,88,124,88,TCP,Normal
0.018054,101,81,101,UDP,Normal
0.013717,98,63,98,TCP,Normal
0.008678,61,86,61,ICMP,Normal
0.0103,73,55,73,TCP,Normal
0.010347,60,50,60,ICMP,Normal
0.013843,101,77,101,ICMP,Normal
0.005054,70,65,70,TCP,Normal
0.011306,62,112,62,ICMP,Normal
0.005216,118,71,118,UDP,Normal
0.006302,116,68,116,TCP,Normal
0.011564,104,70,104,ICMP,Normal
0.001376,63,89,63,UDP,Normal
0.019531,107,55,107,ICMP,Normal
0.005137,109,52,109,TCP,Normal
0.015488,119,123,119,ICMP,Normal
0.018253,97,113,97,UDP,Normal
0.017143,83,111,83,TCP,Normal
0.012471,71,71,71,ICMP,Normal
0.011521,66,62,66,ICMP,Normal
0.007839,116,56,116,UDP,Normal
0.008202,64,104,64,TCP,Normal
0.012753,92,90,92,TCP,Normal
0.001708,113,115,113,TCP,Normal
0.016629,115,52,115,ICMP,Normal
0.007136,91,99,91,TCP,Normal
0.009687,61,126,61,UDP,Normal
0.001883,99,114,99,UDP,Normal
0.008177,66,125,66,TCP,Normal
0.006753,105,90,105,TCP,Normal
0.016034,101,102,101,ICMP,Normal
0.012235,113,52,113,ICMP,Normal
0.004354,84,89,84,UDP,Normal
0.015161,76,111,76,UDP,Normal
0.012521,105,72,105,UDP,Normal
0.01105,85,85,85,ICMP,Normal
0.008234,108,117,108,UDP,Normal
0.016694,107,94,107,ICMP,Normal
0.017584,101,59,101,TCP,Normal
0.001077,83,101,83,TCP,Normal
0.012716,89,96,89,TCP,Normal
0.01042,86,121,86,UDP,Normal
0.009742,92,109,92,TCP,Normal
0.015781,97,76,97,ICMP,Normal
0.013897,87,89,87,ICMP,Normal
0.014987,75,97,75,ICMP,Normal
0.013514,77,119,77,TCP,Normal
0.007531,98,124,98,TCP,Normal
0.001802,60,72,60,UDP,Normal
0.016996,75,106,75,ICMP,Normal
0.003031,113,75,113,ICMP,Normal
0.014275,95,77,95,UDP,Normal
0.007404,91,76,91,UDP,Normal
0.005562,97,73,97,TCP,Normal
0.001712,87,86,87,TCP,Normal
0.010127,99,80,99,TCP,Normal
0.00345,66,120,66,ICMP,Normal
0.00165,68,91,68,UDP,Normal
0.015896,61,104,61,ICMP,Normal
0.01248,64,90,64,TCP,Normal
0.009924,96,120,96,TCP,Normal
0.017238,120,107,120,TCP,Normal
0.012293,75,97,75,ICMP,Normal
0.015817,103,111,103,ICMP,Normal
0.006292,60,92,60,UDP,Normal
0.014231,79,65,79,TCP,Normal
0.00725,91,103,91,TCP,Normal
0.003513,119,102,119,UDP,Normal
0.001714,101,77,101,ICMP,Normal
0.005937,63,70,63,TCP,Normal
0.005347,106,79,106,TCP,Normal
0.012608,91,90,91,ICMP,Normal
0.009069,92,61,92,ICMP,Normal
0.004672,71,51,71,ICMP,Normal
0.004539,88,88,88,TCP,Normal
0.014563,85,113,85,UDP,Normal
0.002171,98,79,98,UDP,Normal
0.01587,114,118,114,UDP,Normal
0.015912,75,80,75,ICMP,Normal
0.005582,89,60,89,ICMP,Normal
0.009622,101,107,101,UDP,Normal
0.016477,79,71,79,UDP,Normal
0.0159,88,125,88,ICMP,Normal
0.01231,95,55,95,ICMP,Normal
0.012402,97,81,97,ICMP,Normal
0.008294,91,95,91,UDP,Normal
0.007028,108,119,108,TCP,Normal
0.006143,83,59,83,TCP,Normal
0.012686,111,96,111,TCP,Normal
0.010437,89,114,89,TCP,Normal
0.002003,70,89,70,UDP,Normal
0.006944,106,74,106,UDP,Normal
0.005066,67,72,67,TCP,Normal
0.004002,61,115,61,UDP,Normal
0.013473,109,121,109,TCP,Normal
0.010201,67,57,67,TCP,Normal
0.013986,92,85,92,ICMP,Normal
0.014489,93,99,93,UDP,Normal
0.006197,105,118,105,UDP,Normal
0.005652,65,110,65,TCP,Normal
0.014132,72,51,72,TCP,Normal
0.010231,98,110,98,ICMP,Normal
0.008456,94,115,94,UDP,Normal
0.014331,111,54,111,UDP,Normal
0.005631,95,99,95,UDP,Normal
0.005627,100,96,100,ICMP,Normal
0.019408,84,128,84,ICMP,Normal
0.00601,106,77,106,UDP,Normal
0.019699,116,69,116,UDP,Normal
0.001678,112,63,112,TCP,Normal
0.004341,87,100,87,TCP,Normal
0.004157,84,81,84,UDP,Normal
0.019389,60,93,60,ICMP,Normal
0.012892,84,67,84,TCP,Normal
0.016687,64,107,64,ICMP,Normal
0.018011,69,126,69,TCP,Normal
0.008358,91,76,91,UDP,Normal
0.015904,76,84,76,UDP,Normal
0.019456,83,62,83,UDP,Normal
0.009337,74,81,74,TCP,Normal
0.003937,92,80,92,UDP,Normal
0.002014,118,58,118,UDP,Normal
0.007257,68,103,68,TCP,Normal
0.014257,108,54,108,ICMP,Normal
0.016949,79,64,79,ICMP,Normal
0.012795,61,106,61,ICMP,Normal
0.008298,96,91,96,ICMP,Normal
0.007945,107,115,107,ICMP,Normal
0.010743,86,123,86,TCP,Normal
0.011857,65,127,65,ICMP,Normal
0.003573,90,121,90,ICMP,Normal
0.006389,73,56,73,UDP,Normal
0.014151,107,118,107,ICMP,Normal
0.015647,68,86,68,ICMP,Normal
0.012273,94,59,94,ICMP,Normal
0.017906,89,90,89,TCP,Normal
0.001524,73,58,73,UDP,Normal
0.011623,64,60,64,UDP,Normal
0.018345,118,54,118,UDP,Normal
0.013231,75,97,75,ICMP,Normal
